name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
KT-Survey	Knowledge Tracing: A Survey	Ghodai Abdelrahman et al.	2022	ACM Comput. Surv.	2201.06953					paper	Systematic review incl. graph-based KT: KC nodes with dependency edges, statistics-built vs end-to-end-learned graphs, forgetting-aware and attentive variants; student may be any agent incl. artificial.	4	2	admit	ACM DL page + abs page + PDF (%PDF) opened. Source for skill-node/dependency-edge schema and forgetting-aware tracing; frames KT as applicable to machine learners.	8
LFM2	LFM2 Technical Report	Amini et al.	2025	arXiv preprint (technical report)	2511.23404	https://huggingface.co/LiquidAI (org)	unknown	unknown	unknown (check per-model card)	open weights 350M-8.3B + llama.cpp/ExecuTorch/vLLM packs	Hardware-in-loop hybrid conv-attention backbone; tool-call special tokens plus LFM2-Nano task specialists (function calling, extraction, RAG).	1	2	admit	Verified via arXiv abs page and vendor docs search; PDF downloaded.	1
LINK-KG	LINK-KG: LLM-Driven Coreference-Resolved Knowledge Graphs for Human Smuggling Networks	Dipak Meher et al.	2025	arXiv preprint	2510.26486					yes	Three-stage LLM coreference pipeline with type-specific prompt cache for alias tracking in KG build	1	2	admit	Primary source opened; write-time entity/alias merging pattern; prompt cache approximates an alias table	9
Learn-to-Memorize	Learn to Memorize: Optimizing LLM-based Agents with Adaptive Memory Framework	Zeyu Zhang et al.	2025	arXiv preprint	2508.16629	https://github.com/nuster1128/learn_to_memorize	18	2025-09-22	None	yes	Data-driven adaptive memory modeling the memory-cycle effect in interactive settings instead of expert-predefined mechanisms.	1,4	2	admit	Abs + full-text HTML (memory-cycle verified) + repo opened; learned-management third point, with emphasis on interactive store/recall cycles.	2
Letta-repo	Letta (platform for stateful agents)	Letta AI	2025	n/a (software)		https://github.com/letta-ai/letta	24722	2026-09-10	Apache-2.0	yes	Maintained MemGPT lineage: archival/recall agents, sleep-time consolidation, conversation-grounded memory blocks.	1,2,4	2	admit	Repo opened (README + topics); admitted as artefact only, no paper. Covers the brief's Letta seed where no separate Letta ingest paper exists.	2
LightThinker	LightThinker: Thinking Step-by-Step Compression	Zhang et al.	2025	EMNLP 2025 (oral)	arXiv:2502.15589	https://github.com/zjunlp/LightThinker	165	2026-06-22	MIT	code	Compress each thought into gist tokens and discard the chain; cuts memory/time at equal accuracy	3	2	admit	Primary source opened; thought-compression under token/KV caps	4
Llama-Guard	Llama Guard: LLM-based Input-Output Safeguard for Human-AI Conversations	Hakan Inan, Kartikeya Upasani, Jianfeng Chi, Rashi Rungta, Krithika Iyer, Yuning Mao, Michael Tontchev, Qing Hu, Brian Fuller, Davide Testuggine, Madian Khabsa	2023	preprint (weights released per abs)	2312.06674	n/a (weights release, no repo link on abs page)	unverified	unverified	unverified	paper+weights	7B instruction-tuned input-output safety classifier sidecar.	5	2	admit	Abs page verified; Llama2-7B instruction-tuned input-output classifier sidecar; no streaming evaluation in paper. PDF downloaded.	5
Llumnix	Llumnix: Dynamic Scheduling for Large Language Model Serving	Biao Sun, Ziming Huang, Hanyu Zhao, Wencong Xiao, Xinyi Zhang, Yong Li, Wei Lin	2024	arXiv preprint	2406.03243	https://github.com/AlibabaPAI/llumnix	562	2026-03-12	Apache-2.0	paper+code	Live migration of requests across instances to balance load; preemption-safe rescheduling primitive.	4	2	admit	Verified at arxiv.org/abs/2406.03243 and GitHub API; migration primitive for bulk-ingest vs realtime priority.	6
LongMemEval-V2	LongMemEval-V2: Evaluating Long-Term Agent Memory Toward Experienced Colleagues	Di Wu et al.	2026	arXiv preprint	2605.12493					paper	451 questions over up to 500 trajectories testing static recall, dynamic tracking, workflow knowledge, environment gotchas, premise awareness; AgentRunbook-C (code-gathered evidence) 72.5% vs RAG 48.5%.	4	2	admit	Abs page (abstract numbers recorded) + PDF (%PDF) opened. Workflow-knowledge and gotchas splits are the closest public eval of procedural/experiential memory; runbook notes prefigure Folios.	8
MeanCache	MeanCache: User-Centric Semantic Caching for LLM Web Services	Waris Gill, Mohamed Elidrisi, Pallavi Kalapatapu, Ammar Ahmed, Ali Anwar, Muhammad Ali Gulzar	2024	arXiv preprint	2403.02694	https://github.com/SEED-VT/MeanCache (linked in paper PDF; stars unverified, GitHub API rate-limited)	n/a	n/a	unverified	paper	Client-side federated semantic cache with per-user precision control; reports hit-rate/precision tradeoffs (numbers inside PDF, unextracted).	4	2	admit	Verified at arxiv.org/abs/2403.02694 via OpenAlex discovery; repo URL from admitted PDF bytes.	6
Self-Ask	Measuring and Narrowing the Compositionality Gap in Language Models	Press, Ofir; Zhang, Muru; Min, Sewon; Schmidt, Ludwig; Smith, Noah A.; Lewis, Mike	2022	arXiv preprint	2210.03350					unknown	Follow-up-question decomposition (Self-Ask) vs single-hop recall	2	2	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF).	3
mem0-repo	Mem0 memory layer (implementation)		2025			https://github.com/mem0ai/mem0	65238	2026-09-11	Apache-2.0	yes	Production memory-layer implementation with extraction lifecycle	1	2	admit	GitHub API verified stars/push/license	9
MemGPT	MemGPT: Towards LLMs as Operating Systems	Charles Packer et al.	2023	arXiv preprint	2310.08560	https://github.com/letta-ai/letta	24722	2026-09-10	Apache-2.0	yes	Virtual context management: main context plus recall/archival stores paged by model-issued function calls; the model itself is the router via explicit read/write calls.	1,2	2	admit	Abs + full-text HTML (main context/archival/recall/paging verified); Letta repo is the maintained lineage. Foundational paging-function pattern for harness-executed routing.	2,3,5,8
Memori	Memori: A Persistent Memory Layer for Efficient, Context-Aware LLM Agents	Luiz C. Borro et al.	2026	arXiv preprint	2603.19935	https://github.com/MemoriLabs/Memori	16694	2026-09-03	NOASSERTION	yes	Advanced Augmentation pipeline turning dialogue into compact semantic triples plus summaries; LLM-agnostic persistent layer cutting token cost.	1,2,5	2	admit	Abs + full-text HTML (triple/Augmentation verified) + repo README opened; triple-extraction ingest with explicit token-economy motive, close to MelodyScribe one-pass emission.	2
MemoryBank	MemoryBank: Enhancing Large Language Models with Long-Term Memory	Wanjun Zhong et al.	2023	arXiv preprint	2305.10250				unknown	unknown	Memory with Ebbinghaus forgetting curve and memory updating; long-term personality-carrying store with retrieval over decayed strengths.	1,4	2	admit	Abs + full-text HTML (Ebbinghaus/forgetting/memory-updating verified); repo under expected owner not found so paper-only. Early typed store with principled forgetting/admission decay.	2
Mind-Your-Step	Mind Your Step (by Step): Chain-of-Thought can Reduce Performance on Tasks where Thinking Makes Humans Worse	Liu; Geng et al.	2024	arXiv preprint	arXiv:2410.21333	none verified				none (eval study)	CoT drops accuracy up to 36.3pp where verbalization hurts humans (implicit learning, unverbalizable stimuli)	3	2	admit	Primary source opened; bounds where thinking helps vs hurts	4
MiniCPM-paper	MiniCPM: Unveiling the Potential of Small Language Models with Scalable Training Strategies	Hu et al.	2024	arXiv preprint	2404.06395	https://github.com/OpenBMB/MiniCPM	10915	2026-09-12	Apache-2.0	model family + training recipe	WSD scheduler plus model wind-tunnel scaling law; 2.4B matches 7B-13B class and is the base of the rig's current 2B model.	1	2	admit	Verified via arXiv abs page and GitHub API; PDF downloaded.	1
Octopus-v3	Octopus v3: Technical Report for On-device Sub-billion Multimodal AI Agent	Chen and Li	2024	arXiv preprint	2404.11459	https://huggingface.co/NexaAIDev (org; models)	unknown	unknown	unknown (check per-model card)	sub-1B multimodal weights	Functional-token agent under 1B parameters handling text plus vision plus audio on edge devices down to Raspberry Pi.	1	2	admit	Verified via arXiv abs page; vendor-reported results only; PDF downloaded.	1
Octopus-v4	Octopus v4: Graph of language models	Chen and Li	2024	arXiv preprint	2404.19296	https://github.com/NexaAI/octopus-v4 (unverified; see abstain row)	unknown	unknown	unknown	3B router weights (NexaAIDev/Octopus-v4)	Master-node router: a 3B model maps queries to specialist worker models via functional tokens; only two small models activate per query.	1	2	admit	Paper verified via arXiv abs page; repo URL from paper could not be verified via API so it is separately abstained; PDF downloaded.	1
OmniSQL	OmniSQL: Synthesizing High-quality Text-to-SQL Data at Scale	Haoyang Li et al.	2025	arXiv preprint	2503.02240					yes	Scalable synthesis framework producing SynSQL-2.5M for text-to-SQL fine-tuning	1	2	admit	Primary source opened; recipe for fine-tuning MelodyScribe SQL-shaped emission to the harness	9
Cognee	Optimizing the Interface Between Knowledge Graphs and LLMs for Complex Reasoning	Vasilije Markovic et al.	2025	arXiv preprint	2505.24478	https://github.com/topoteretes/cognee	30668	2026-09-13	Apache-2.0	yes	Modular ECL (extract/cognify/load) pipelines over chunks with tuned chunking/graph-construction hyperparams; routing is pipeline configuration, not per-fact model choice.	2	2	admit	Abs + full-text HTML (chunk/pipeline/ECL verified) + repo opened; shows the rules-and-pipeline end of the routing spectrum and that chunking params dominate QA quality.	2
PaVeRL-SQL	PaVeRL-SQL: Text-to-SQL via Partial-Match Rewards and Verbal Reinforcement Learning	Heng Hao et al.	2025	arXiv preprint	2509.07159					yes	Verbal plus CoT RL for text-to-SQL with a small OmniSQL-7B backbone on industry-scale DBs	1	2	admit	Primary source opened; small-model SQL emission responds to execution rewards (Proof-as-reward analog)	9
PoisonedRAG	PoisonedRAG: Knowledge Corruption Attacks to Retrieval-Augmented Generation of Large Language Models	Wei Zou et al.	2024	arXiv preprint	2402.07867					paper	Attacker injects crafted texts into the retrieval corpus so they are retrieved for target questions and steer generation; studied under black-box and white-box retriever settings.	4	2	admit	Abs page + PDF (%PDF) + full-text HTML opened (target-question 167, attacker-can-inject 4, black/white-box ~110 hits). Precedent that retrieval-indexed stores are poisonable at the corpus layer.	8
PromptCache	Prompt Cache: Modular Attention Reuse for Low-Latency Inference	In Gim, Guojun Chen, Seung-seob Lee, Nikhil Sarda, Anurag Khandelwal, Lin Zhong	2023	arXiv preprint	2311.04934	https://github.com/yale-sys/prompt-cache (linked in paper PDF; stars unverified, GitHub API rate-limited)	n/a	n/a	unverified	paper	Prompt modules (PML) with precomputed attention states reused position-independently; CPU/GPU tiering.	4	2	admit	Verified at arxiv.org/abs/2311.04934; module-level reuse analog of Score-section reuse.	6
Punica	Punica: Multi-Tenant LoRA Serving	Lequn Chen, Zihao Ye, Yongji Wu, Danyang Zhuo, Luis Ceze, Arvind Krishnamurthy	2023	arXiv preprint	2310.18547	https://github.com/punica-ai/punica	1175	2024-05-08	Apache-2.0	paper+code	One base model serves many LoRA adapters in one batch via segmented gather-GEMM; nearest analog of one-process-two-jobs colocation.	4	2	admit	Verified at arxiv.org/abs/2310.18547 and GitHub API (repo found via name search after punchycloud/punica 404).	6
RAPTOR	RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval	Parth Sarthi et al.	2024	arXiv preprint	2401.18059	https://github.com/parthsarthi03/raptor	1756	2024-09-03	MIT	yes	Recursive embed-cluster (GMM)-summarize tree giving multi-abstraction retrieval; ingest is purely statistical, no per-fact routing model.	1	2	admit	Abs + full-text HTML (cluster/GMM/tree verified) + repo opened; no-model hierarchical ingest baseline: clustering decides placement, useful contrast to model-routed stores.	2
RuleMem	RuleMem: Active Rule Memory for Long-Term Conversational Agents	Xingyuan Zeng et al.	2026	arXiv preprint	2609.03915				unknown	unknown	Natural-language Horn-clause rules induced from dialogue, validated by a Rule Perplexity check, actively guiding retrieval and reasoning.	4	2	admit	Abs + full-text HTML (Horn/perplexity/rule counts verified); rules-as-a-store with a validator gate, the closest analogue to MelodyScribe Proof-gated op filing for procedural content.	2
sqlcoder-7b-2	SQLCoder-7B-2 text-to-SQL model (weights)		2024			https://huggingface.co/defog/sqlcoder-7b-2	442 likes / 10547 downloads	2024-02-12	CC-BY-SA-4.0	yes	7B open text-to-SQL model family widely used as small SQL emitter	1	2	admit	Hugging Face API verified; small-model SQL emission exists as artefact	9
STaR	STaR: Bootstrapping Reasoning With Reasoning	Eric Zelikman et al.	2022	arXiv preprint	2203.14465					paper	Generate-filter-retrain loop: rationalize answers, keep rationales that lead to correct answers, fine-tune; repeated bootstrapping improves reasoning.	4	2	admit	Abs page + PDF (%PDF) + full-text HTML opened (rationalization 79, bootstrapping 86 hits). Template for turning harness validation signals into training data (cf. lane 10).	8
SWE-bench	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?	Carlos E. Jimenez, John Yang, Alexander Wettig, Shunyu Yao, Kexin Pei, Ofir Press, Karthik Narasimhan	2023	ICLR 2024	2310.06770	https://github.com/SWE-bench/SWE-bench	5833	2026-09-02	MIT	yes (2294 instances + Lite 300 + Verified 500 + harness)	Execution-verified GitHub issue-resolution benchmark; the substrate RepoGraph/CodexGraph deltas are measured on	2	2	admit	Verified at arXiv abs page and GitHub repo via API 2026-09-13	7
ScrapeGraphAI-100k	ScrapeGraphAI-100k: Dataset for Schema-Constrained LLM Generation	William Brach et al.	2026	arXiv preprint	2602.15189					yes	93695 schema-constrained extraction events, 18k schemas, per-example jsonschema conformance labels	1	2	admit	Primary source opened; grammar-constrained emission at scale is feasible and measurable	9
Self-consistency	Self-Consistency Improves Chain of Thought Reasoning in Language Models	Wang et al.	2022	ICLR 2023	arXiv:2203.11171	none found	0	n/a	n/a	none (method)	Sample diverse paths then marginalize; GSM8K +17.9%; the parallel-thinking baseline all later work compares to	4	2	admit	Primary source opened; canonical parallel alternative to longer thinking	4
Spider	Spider: A Large-Scale Human-Labeled Dataset for Complex and Cross-Domain Semantic Parsing and Text-to-SQL Task	Tao Yu et al.	2018	EMNLP 2018	1809.08887					yes	10181 questions, 5693 SQL queries, 200 multi-table DBs across 138 domains; cross-domain split	2	2	admit	Primary source opened; canonical schema-generalization test for any SQL the harness emits	9
Splitwise	Splitwise: Efficient generative LLM inference using phase splitting	Pratyush Patel, Esha Choukse, Chaojie Zhang, Aashaka Shah, Inigo Goiri, Saeed Maleki, Ricardo Bianchini	2023	arXiv preprint	2311.18677	https://github.com/Mutinifni/splitwise-sim (simulator linked in paper PDF; unverified)	n/a	n/a	unverified	paper	Split prefill and decode onto different machines; phase-aware provisioning and scheduling.	4	2	admit	Verified at arxiv.org/abs/2311.18677; disaggregation reference for one-GPU prefill/decode contention reasoning.	6
Chronos	The Chronos Vulnerability: A Taxonomy of Temporal Persistence and Memory-Based Deception	Om Narayan et al.	2026	arXiv preprint	2607.19433				unknown	unknown	Taxonomy of memory-based attacks (MINJA memory injection, sleeper agents) against stateful agents with persistent memory.	2,4	2	admit	Abs + full-text HTML (MINJA/sleeper/injection verified); primary security source for admission-gating and provenance requirements.	2,8
Underthinking-Thoughts	Thoughts Are All Over the Place: On the Underthinking of o1-Like LLMs	Wang; Liu et al.	2025	arXiv preprint	arXiv:2501.18585	none verified				none (TIP decoding method)	Thought-switching without depth causes failures; TIP switching penalty fixes it incl. Best-of-N settings	3	2	admit	Primary source opened; failure mode opposite to overthinking, with training-free fix	4
TokenMizer	TokenMizer: Graph-Structured Session Memory for Long-Horizon LLM Context Management	Shweta Mishra	2026	arXiv preprint	2606.06337					yes	Typed session graph: 14 node and 7 edge types, 8-state lifecycle, bitemporal validity, decision transitions	1	2	admit	Primary source opened; supersede/invalidate lifecycle schema for facts rows	9
ToolAlpaca	ToolAlpaca: Generalized Tool Learning for Language Models with 3000 Simulated Cases	Tang et al.	2023	arXiv preprint	2306.05301	none found	unknown	unknown	unknown	7B/13B weights (per paper)	Multi-agent simulation synthesizes 3938 tool-use cases over 400-plus APIs; compact models reach GPT-3.5-level generalization to unseen tools.	1	2	admit	Verified via arXiv abs page; PDF downloaded.	1
ToolLLM	ToolLLM: Facilitating Large Language Models to Master 16000+ Real-world APIs	Qin et al.	2023	arXiv preprint	2307.16789	https://github.com/OpenBMB/ToolBench (ToolBench; not separately re-verified)	unknown	unknown	unknown	ToolBench dataset + ToolLLaMA + ToolEval	DFSDT search expands reasoning traces at data time; neural API retriever at inference is the retriever-in-harness precedent for ToolRAG.	1	2	admit	Verified via arXiv abs page; PDF downloaded.	1
Toolformer	Toolformer: Language Models Can Teach Themselves to Use Tools	Schick et al.	2023	arXiv preprint	2302.04761	none found	unknown	unknown	unknown	paper only	Self-supervised API-call insertion: sampling-based admission gate keeps only calls that reduce loss; model emits call sites, harness executes.	1	2	admit	Verified via arXiv abs page; PDF downloaded.	1
ReFind	When Your Agent Opens the Chat App: Agent-Controlled Search over Raw Chat Logs Rivals Structured Memory	Ruizhe Li et al.	2026	arXiv preprint	2608.12888					yes	Iterative lexical search over raw logs with session-aware fusion rivals structured-memory pipelines	refutes	2	admit	Primary source opened; refutes structure-everything: route to SQL only what SQL answers better	9
WorldDB	WorldDB: A Vector Graph-of-Worlds Memory Engine with Ontology-Aware Write-Time Reconciliation	Harish Santhanalakshmi Ganesan	2026	arXiv preprint	2604.18478					yes	Content-addressed immutable nodes with Merkle-style audit trail and write-time ontology reconciliation	1	2	admit	Primary source opened; idempotent op keys plus write-time reconciliation; single-author so treat numbers cautiously	9
zep-repo	Zep memory-layer service (implementation)		2025			https://github.com/getzep/zep	4913	2026-09-13	Apache-2.0	yes	Memory-layer service built on Graphiti	2	2	admit	GitHub API verified stars/push/license	9
Phi-4-mini	Phi-4-Mini Technical Report: Compact yet Powerful Multimodal Language Models via Mixture-of-LoRAs	Microsoft (Abouelenin et al.)	2025	arXiv preprint (technical report)	2503.01743	Hugging Face microsoft/Phi-4-mini-instruct	unknown	unknown	unknown (check model card)	3.8B weights	Synthetic math/code data recipe at 3.8B; frozen backbone plus modality LoRA routers is the closest vendor analog of shared-backbone adapters.	1	1	admit	Verified via arXiv abs page; marginal harness content so relevance 1; PDF downloaded.	1
RAG-Fusion	RAG-Fusion: a New Take on Retrieval-Augmented Generation	Rackauckas, Zackary	2024	arXiv preprint	2402.03367					unknown	Multi-query generation fused with reciprocal rank fusion	2	1	admit	Verified on arXiv abs/html pages; PDF downloaded (%PDF). Weak eval (manual, undisclosed queries) caps relevance.	3
CacheTracer	Uncovering and Understanding Hidden Dependencies in the LLM API Reseller Ecosystem via Prefix-Cache Side Channels	Zimo Ji, Xin Wei, Congying Xu, Wenyuan Jiang, Xin Yang, Zongjie Li, Yudong Gao, Shuai Wang	2026	arXiv preprint	2608.20732		n/a	n/a	n/a	paper	API-only measurement of hidden reseller dependencies using prefix-cache reuse as a timing side channel; shows the channel is practical, not lab-only.	4	1	admit	Verified at arxiv.org/abs/2608.20732; found by forward-chaining; secondary security evidence.	6
CodeGraph (Cai et al.)	CodeGraph: Enhancing Graph Reasoning of LLMs with Code	Qiaolong Cai, Zhaowei Wang, Shizhe Diao, James Kwok, Yangqiu Song	2024	arXiv preprint	2408.13863	https://github.com/HKUST-KnowComp/CodeGraph	10 (search-excerpt, unconfirmed)	n/a (not queried)	n/a (not queried)	yes (code for GraphQA experiments)	Prompting method that writes graph-problem solutions as executable code; NOT a code-store graph	refutes	0	refute	Primary abs page contradicts the brief's candidate label: this CodeGraph is LLM graph-reasoning-via-code, not a repository code graph	7
RRF	Reciprocal rank fusion outperforms Condorcet and individual rank learning methods	Cormack, Gordon V.; Clarke, Charles L. A.; Buettcher, Stefan	2009	SIGIR 2009	10.1145/1571941.1572114					unknown	Parameter-light rank fusion (k=60), +4-5% over best single system	2	3	abstain	Claims verified on ACM page and author PDF 2026-09-13, but no arXiv id so no papers/ PDF per naming rule; fusion claims therefore rest on non-filed primary.	3
BFCL-paper	The Berkeley Function Calling Leaderboard (BFCL)	Patil et al.	2025	ICML 2025 (PMLR 267)	none (PMLR v267/patil25a)	none verified				benchmark	Standard tool-call accuracy benchmark incl. parallel/multi-parallel splits	1	2	abstain	Lane-10 benchmark territory; used here only as the eval harness behind ThinkBrake/Qwen3 claims, not independently studied	4
KT-Survey-2021	A Survey of Knowledge Tracing: Models, Variants, and Applications	Shuanghong Shen et al.	2021	arXiv preprint	2105.15106					paper	Second KT survey with EduData/EduKTM libraries.	4	1	abstain	Abstract verified via search excerpt; paper not opened. Prefer admitted ACM survey (2201.06953); libraries noted as tooling follow-up.	8
A2Flow	Automating Agentic Workflow Generation via Self-Adaptive Abstraction Operators	Mingming Zhao et al.	2025	arXiv preprint (AAAI-2026 per abs)									1	abstain	Title/abstract verified via search excerpt from abs page; paper not opened. Follow-up to admitted AFlow (operator-memory mechanism); recommend promotion next round.	8
Block-Attention	Block-Attention for Efficient LLM Serving (unresolved)	unknown	unknown	unknown			n/a	n/a	n/a	unknown	Could not pin an arXiv id, DOI, or repository; OpenAlex queries returned only PagedAttention/survey noise.	4	1	abstain	Could not verify any primary source; brief names it but no fetchable record was found.	6
py-kvcache	Building py-kvcache: A Performance Characterization of External KV Caching for vLLM with NVMe SSDs	unknown	2026	arXiv (unopened)	2609.11744 (S2 citation record; abs not opened)		n/a	n/a	n/a	unknown	External NVMe KV tier characterization; title-screened in forward-chain sweep.	4	1	abstain	Title-screened in S2 forward-chain sweep; primary source not opened.	6
2601.14518	Business Logic-Driven Text-to-SQL Data Synthesis for Business Intelligence	Jinhui Liu, Ximeng Zhang, Yanbo Ai, Zhou Yu	2026	arXiv preprint	2601.14518					unknown	Evaluating Text-to-SQL agents in private business intelligence (BI) settings is challenging due to the scarcity of realistic, domain-specific data. Wh...	1	1	abstain	Abs page opened during screening; ranked below admit cutoff (tangential to facts-schema question)	9
CacheRoute	CacheRoute: Planned Prefix-Affinity Routing for Large-Scale LLM Serving	unknown	2026	arXiv (unopened)	2608.19677 (S2 citation record; abs not opened)		n/a	n/a	n/a	unknown	Prefix-affinity request routing; title-screened in forward-chain sweep.	4	1	abstain	Title-screened in S2 forward-chain sweep; primary source not opened.	6
Capacity-Not-Format	Capacity, Not Format: Rethinking Structured Reasoning Failures	(not recorded; not opened)	2026	arXiv preprint	arXiv:2606.09410	none verified				unknown	Format tax as capacity competition; delayed structure recovers loss	1	1	abstain	Seen only on a fetched search page; primary source not opened	4
CCoT	Compressed Chain of Thought: Efficient Reasoning Through Dense Representations	(authors not recorded; not opened)	2024	arXiv preprint	arXiv:2412.13171	none verified				unknown	LoRA contentful contemplation tokens on GSM8K 7B	3	1	abstain	Abs page title/date verified only; full paper not opened, so no admitted claim; covered by Coconut/SoftCoT/Huginn	4
DroidSpeak	DroidSpeak: KV Cache Sharing for Cross-LLM Communication and Multi-LLM Serving	unknown	2024	arXiv (unopened)	2411.02820 (OpenAlex; abs page not opened)		n/a	n/a	n/a	unknown	Shares KV across different LLMs; adjacent to one-process-two-jobs but a different mechanism (cross-model, not embed+generate).	4	1	abstain	Screened via OpenAlex record only; primary source not opened.	6
MemoryAgentBench	Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions	Yuanzhe Hu et al.	2025	arXiv preprint	2507.05257					paper	Benchmark of memory agents on retrieval, test-time learning, long-range understanding, selective forgetting.		1	abstain	Abstract verified via search excerpt from abs page; paper not opened. Eval benchmark = lane-10 territory; test-time-learning split is the only learning-graph overlap.	8
FlashInfer	FlashInfer: Efficient and Customizable Attention Engine for LLM Inference Serving	unknown	2025	arXiv (unopened)	2501.01005 (OpenAlex; abs page not opened)		n/a	n/a	n/a	unknown	GPU attention-kernel library surfacing in citation chains; kernel-level, outside harness scope.	4	1	abstain	Screened via OpenAlex record only; arXiv abs page never opened, so no admit.	6
FluctlightDB	FluctlightDB: A Memory Model of Data for AI Agents	unknown	2026	arXiv preprint	2608.12365					unknown	Abs page screened during search-result triage; a memory-model-of-data proposal adjacent to typed-store design.	1,5	1	abstain	Title verified on search page; abs page not opened in budget. High-priority follow-up, not admitted.	2,9
GIKT	GIKT: A Graph-based Interaction Model for Knowledge Tracing	Yang Yang et al.	2020	arXiv preprint	2009.05991					paper	GCN over question-skill correlations with embedding propagation; SOTA AUC on three datasets at publication.	4	1	abstain	Abstract verified via search excerpt from abs page; paper not opened. Graph-KT instance; coverage carried by admitted KT-Survey + DKT.	8
GraniKV	GraniKV: Asymmetric Granularity KV-Cache Paging for Multi-Agent Systems with Long Shared Prefix	unknown	2026	arXiv (unopened)	2608.15584 (S2 citation record; abs not opened)		n/a	n/a	n/a	unknown	Asymmetric-granularity paging for shared prefixes; title-screened in forward-chain sweep.	4	1	abstain	Title-screened in S2 forward-chain sweep; primary source not opened.	6
belief-revision-2603	Graph-Native Cognitive Memory: Formal Belief Revision Semantics	unknown	2026	arXiv preprint	2603.17244					unknown	Versioned-memory belief-revision formalism hit from AgentMemBench search; contradiction-handling adjacent.	2	1	abstain	Title verified on abs page during id triage; paper not opened. Formal-verification angle for Proof deferred.	2
HyphaeDB	HyphaeDB: A Living Knowledge Topology for Agent-First Memory	Krishna Halaharvi	2026	arXiv preprint	2606.28781					unknown	Gossip-propagated HNSW memory fabric with emergent contradiction detection	1	1	abstain	Abs opened; single-author perspective piece, architectural claims unverified, no artefact traced	9
KVMem	KVMem: Virtualizing Million-Token Agent Workspaces on a Consumer GPU	unknown	2026	arXiv (unopened)	2609.04852 (S2 citation record; abs not opened)		n/a	n/a	n/a	unknown	Consumer-GPU KV virtualization; title-screened in forward-chain sweep.	4	1	abstain	Title-screened in S2 forward-chain sweep; primary source not opened.	6
MemOS-2025-05	MemOS: An Operating System for Memory-Augmented Generation	Zhiyu Li et al.	2025	arXiv preprint	2505.22101					unknown	Superseded companion paper from the same team as admitted 2507.03724 (earlier MAG-framing version).	1,2,4,5	1	abstain	Abs page opened and title verified; not downloaded to avoid double-counting one system. Prefer 2507.03724.	2
OptimalThinkingBench	OptimalThinkingBench: Evaluating Over and Underthinking in LLMs	(not recorded; not opened)	2025	arXiv preprint	arXiv:2508.13141	none verified				benchmark (unverified)	Benchmark for over/underthinking	3	1	abstain	Seen only as a reference line; benchmark not opened or evaluated	4
PEEK	PEEK: Context Map as an Orientation Cache for Long-Context LLM Agents	Zhuohan Gu et al.	2026	arXiv preprint	2605.19932					unknown	Constant-sized orientation cache over recurring corpora	4	1	abstain	Abs opened; orientation caching is tangential to the facts schema question	9
RankRAG	RankRAG (unverified candidate)	unknown	unknown	unknown	unknown					unknown	Instruction-tuned ranking-augmented retrieval	2	1	abstain	Identified as candidate; primary source not opened within budget; no id or number is asserted.	3,4,10
ReCache	ReCache: Efficient KV Cache Reuse and Compression for Tool-Augmented LLM Agents	unknown	2026	arXiv (unopened)	2608.19662 (S2 citation record; abs not opened)		n/a	n/a	n/a	unknown	KV reuse for tool-augmented agents; title-screened in forward-chain sweep.	4	1	abstain	Title-screened in S2 forward-chain sweep; primary source not opened.	6
SEAL	SEAL: Self-Evolving Agentic Learning for Conversational Question Answering over Knowledge Graphs	Hao Wang et al.	2025	arXiv preprint	2512.04868					unknown	Two-stage semantic parsing with entity-relation linking for KBCQA	1	1	abstain	Abs opened; conversational KBQA accuracy, not write-time memory design	9
Schema-Lineage	Schema Lineage Extraction at Scale: Multilingual Pipelines, Composite Evaluation, and Language-Model Benchmarks	Jiaqi Yin et al.	2025	arXiv preprint	2508.07179					yes	Fine-grained schema lineage from ETL scripts with SLiCE metric	1	1	abstain	Abs opened; enterprise ETL lineage, not agent memory	9
Stop-Overthinking-survey	Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models	(not recorded; not opened)	2025	arXiv preprint	arXiv:2503.16419	none verified				survey	Secondary aggregation of efficient-reasoning work	3	1	abstain	Seen only as a citing-reference line on a fetched page; survey content not verified at primary source	4
SuperLocalMemory-V3	SuperLocalMemory V3: Information-Geometric Foundations for Zero-LLM Enterprise Agent Memory	Varun Pratap Bhardwaj	2026	arXiv preprint	2603.14588					unknown	Fisher-metric retrieval, Riemannian lifecycle, sheaf-model contradiction detection	1	1	abstain	Abs opened; formal proposal with no traced artefact or eval; needs full read before any claim	9
Supra-routed-memory	Supra Cognitive Modes: A Routed Architecture for Agent Memory	unknown	2026	arXiv preprint	2607.19096					unknown	Title-only screening hit: explicitly a routed architecture for agent memory.	1,2,4,5	1	abstain	Title verified on search page; abs page not opened in budget. Most on-point title seen; recommend promotion to admit next round.	2
