name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
IRCoT-paper	Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions	Trivedi et al.	2023	ACL 2023	2212.10509	https://github.com/stonybrooknlp/ircot (from paper, not separately verified)	unverified	unverified	unverified	yes (code + data + prompts per paper)	Alternate CoT-reason and retrieve steps; the expensive iterative baseline HippoRAG beats 10-30x on cost	6	2	admit	Abs page + PDF downloaded. Cost baseline for retrieval-stage ordering; do not pay iterative LLM loops per query.	9
Carta-Iterative	Iterative Zero-Shot LLM Prompting for Knowledge Graph Construction	Salvatore Carta, Alessandro Giuliani, Leonardo Piano, Alessandro Sebastian Podda, Livio Pompianu, Sandro Gabriele Tiddia	2023	arXiv preprint	2307.01128	repo URL not captured	unknown	unknown	unknown	artefact status unverified	Iterative zero-shot prompts per graph component without examples or external resources	4	2	admit	Verified at arxiv.org/abs/2307.01128 (abs page fetched verbatim); PDF downloaded and header-checked	7
AttentionValues	LLM-based Embeddings: Attention Values Encode Sentence Semantics Better Than Hidden States	Yeqin Zhang, Yunfei Wang, Jiaxuan Chen, Ke Qin, Yizheng Zhao, Cam-Tu Nguyen	2026	arXiv preprint	2602.01572				UNK	code unverified	Value Aggregation pools attention value vectors across layers/tokens and reportedly beats hidden-state pooling training-free; a cheap-version candidate reusing generative states.	2	2	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via S2 forward-chain from GritLM. Needs replication before trusting the compare claim. Repository not checked this session.	4
LM-Cocktail	LM-Cocktail: Resilient Tuning of Language Models via Model Merging	Shitao Xiao, Zheng Liu, Peitian Zhang, Xingrun Xing	2023	arXiv preprint	2311.13534				UNK	code unverified	Merge a fine-tuned model back toward its base to recover general ability while keeping target-task gains; directly measures the generation side of the trade-off.	2	2	admit	Verified at arXiv abs page (title/authors/abstract/dates) after correcting a misremembered id via arXiv search. Repository not checked this session.	4
SuperMario-DARE	Language Models are Super Mario: Absorbing Abilities from Homologous Models as a Free Lunch	Le Yu, Bowen Yu, Haiyang Yu, Fei Huang, Yongbin Li	2023	arXiv preprint	2311.03099				UNK	code unverified	DARE drops most delta parameters then rescales, so merged homologous models keep abilities with no retraining or GPU; sparsified merges preserve more of each parent.	2	2	admit	Verified at arXiv abs page (title/authors/abstract/dates) after correcting a misremembered id via arXiv search. Repository not checked this session.	4
LazyGraphRAG-blog	LazyGraphRAG: Setting a new standard for quality and cost	Microsoft Research	2024	n/a (vendor blog)	n/a (https://www.microsoft.com/en-us/research/blog/lazygraphrag-setting-a-new-standard-for-quality-and-cost/)	n/a	n/a	n/a	n/a	n/a (method integrated into GraphRAG/Discovery)	Deferred-LLM indexing (NLP noun phrases + co-occurrence); indexing cost 0.1% of GraphRAG, query budget scales quality	6	2	admit	Blog page opened; SECONDARY source: vendor-reported numbers only, not independent results. Strongest evidence for defer-extraction ordering.	9
Linq-Embed-Mistral	Linq-Embed-Mistral Technical Report	Choi et al.	2024	arXiv preprint	2412.03223	unverified	unverified	unverified	unverified	yes (model release claimed in paper; HF URL unopened)	E5-Mistral fine-tune with task-tailored data crafting and one-sided instruction prefixes; documents encoded once and cached.	3	2	admit	Abs page and PDF opened; training hyperparameters and one-sided-prefix serving rationale verified.	5
Llumnix	Llumnix: Dynamic Scheduling for Large Language Model Serving	B. Sun, Z. Huang, H. Zhao, W. Xiao, X. Zhang, Y. Li, W. Lin	2024	OSDI 2024	2406.03243	https://github.com/llumnix-project/llumnix-ray	562	2026-03-12	Apache-2.0	yes (repo verified)	Live migration of requests + KV state across instances; 10x tail-latency cut, 36% cost saving	5	2	admit	Opened arxiv abs via search excerpt + PDF; repo redirect AlibabaPAI/llumnix -> llumnix-project/llumnix-ray verified via API.	8
MSMARCO	MS MARCO: A Human Generated MAchine Reading COmprehension Dataset	Bajaj, Campos, Craswell, Deng, Gao, Liu, Majumder, McNamara, Mitra, Nguyen, Rosenberg, Song	2016	arXiv preprint	1611.09268					yes — passage dataset (microsoft.github.io/msmarco)	Large-scale human-generated queries for passage ranking and comprehension (per title).	1	2	admit	Verified at arxiv.org/abs/1611.09268.	6
Medusa	Medusa: Simple LLM Inference Acceleration Framework with Multiple Decoding Heads	T. Cai, Y. Li, Z. Geng, H. Peng, J. D. Lee, D. Chen, T. Dao	2024	arXiv preprint	2401.10774	-	-	-	-	yes (paper states code available)	Extra decoding heads + tree attention; Medusa-1 2.2x lossless frozen, Medusa-2 2.3-3.6x with joint tuning	5	2	admit	Opened arxiv abs + PDF. Head-training cost is the caveat for small models.	8
TIES	Merging: Resolving Interference When Merging Models	Prateek Yadav, Derek Tam, Leshem Choshen, Colin Raffel, Mohit Bansal	2023	arXiv preprint	2306.01708				UNK	code unverified	Trim low-magnitude deltas, elect per-parameter sign, merge disjoint means; reduces interference when fusing models tuned from one base.	2	2	admit	Verified at arXiv abs page (title/authors/abstract/dates). Repository not checked this session.	4
mE5-instruct	Multilingual E5 Text Embeddings: A Technical Report	Wang et al.	2024	MSR tech report / arXiv	2402.05672	https://github.com/microsoft/unilm/tree/master/e5	22213	2026-08-26	MIT	yes (intfloat/multilingual-e5-large-instruct on HF)	Instruction tuning with 150k unique synthetic instructions over 93 languages on an encoder backbone.	3	2	admit	Abs page, HTML, and PDF opened; instruction-mixture scale and 64.4-vs-61.5 figure verified.	5
NanoFlow	NanoFlow: Towards Optimal Large Language Model Serving Throughput	K. Zhu, Y. Gao, Y. Zhao, et al.	2024	OSDI 2025	2408.12757	-	-	-	-	unknown	Intra-device parallelism via nano-batches; serving is compute-bound at scale; 1.91x vs vLLM/FastGen/TRT-LLM	5	2	admit	Opened arxiv abs via search excerpt + PDF. Compute-bound finding reframes one-GPU batching.	8
Cognee-opt-paper	Optimizing the Interface Between Knowledge Graphs and LLMs for Complex Reasoning	Markovic et al.	2025	arXiv (preliminary)	2505.24478	https://github.com/topoteretes/cognee	30700 (repo page, approx)	unverified (API rate-limited)	Apache-2.0	yes (code)	Hyperparameter sweep over Cognee chunking/graph/retrieval/prompting on HotPotQA/2Wiki/MuSiQue; tuning gains real but uneven	6	2	admit	Abs page + PDF downloaded; repo page opened. Evidence that pipeline knobs need per-corpus tuning, not defaults.	9
PROD	PROD: Progressive Distillation for Dense Retrieval	Zhenghao Lin, Yeyun Gong, Xiao Liu et al.	2022	arXiv preprint	2209.13335	none located	n/a	n/a	n/a	unverified	Teacher-progressive distillation bridging the teacher-student capacity gap.	1	2	admit	Directly bounds distillation-into-small expectations; abs verified at primary source.	2
PathRAG-paper	PathRAG: Pruning Graph-Based Retrieval Augmented Generation with Relational Paths	Chen et al.	2025	AAAI (doi:10.1609/aaai.v40i36.40268)	2502.14902	https://github.com/BUPT-GAMMA/PathRAG	unverified (API rate-limited)	unverified (API rate-limited)	unverified	yes (code linked in paper)	Flow-based pruning of relational paths with reliability-ascending prompt ordering to cut retrieval tokens	6	2	admit	Abs page + full PDF opened; repo URL from paper. Retrieval-payload ordering evidence.	9
PromptBERT	PromptBERT: Improving BERT Sentence Embeddings with Prompts	Jiang et al.	2022	EMNLP 2022	2201.04337	https://github.com/kongds/Prompt-BERT	341	2023-11-22	unverified	code only	Manual and continuous prompt templates with template-denoised contrastive learning for encoder embeddings.	3	2	admit	ACL page and PDF opened; template-denoising method and SimCSE deltas verified.	5
RAPTOR-paper	RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval	Sarthi et al.	2024	ICLR 2024	2401.18059					yes (paper reports method; code linked in paper, not separately verified)	Recursive SBERT-embed, UMAP+GMM-cluster (BIC), LLM-summarize tree; collapsed-tree retrieval	6	2	admit	Abs page + full PDF opened. Tree-build pipeline costs and embed-then-cluster ordering.	9,10
RankT5	RankT5: Fine-Tuning T5 for Text Ranking with Ranking Losses	Zhuang, Honglei; Qin, Zhen; Jagerman, Rolf; Hui, Kai; Ma, Ji; Lu, Jing; Ni, Jianmo; Wang, Xuanhui; Bendersky, Michael	2022	arXiv preprint	2210.10634	-			n/a (paper)	unknown	Listwise losses beat monoT5 by +1.8% MRR@10 (MARCO) / +2.8% (NQ), better zero-shot	6	2	admit	Abs page + PDF verified; ranking-loss reranker training, encoder-only variant cheaper	10
SGPT	SGPT: GPT Sentence Embeddings for Semantic Search	Niklas Muennighoff	2022	arXiv preprint	2202.08904	https://github.com/Muennighoff/sgpt	872	2024-02-17	MIT	code yes / weights unverified	Contrastive fine-tune of GPT decoders (biased + weighted-mean pooling) for symmetric/asymmetric search; earliest proof decoders embed without architecture change.	2	2	admit	Verified at arXiv abs page; repo stars/push/license verified via GitHub API.	4
SpecInfer	SpecInfer: Accelerating Generative LLM Serving with Tree-based Speculative Inference and Verification	X. Miao, G. Oliaro, Z. Zhang, et al.	2023	ASPLOS 2024	2305.09781	-	-	-	-	yes (paper states code available)	Small-model draft trees verified in parallel by target LLM; 1.5-2.8x distributed, 2.6-3.5x offloading	5	2	admit	Opened arxiv abs + PDF. Needs a draft model; small-model-as-drafter relevance for 2B-class serving.	8
Splitwise	Splitwise: Efficient Generative LLM Inference Using Phase Splitting	P. Patel, E. Choukse, C. Zhang, A. Shah, I. Goiri, S. Maleki, R. Bianchini	2023	arXiv preprint	2311.18677	-	-	-	-	unknown	Split prefill/decode onto different machines; 1.4x throughput at 20% lower cost, 2.35x same budget	5	2	admit	Opened arxiv abs + PDF. Phase-splitting evidence; multi-machine focus limits one-GPU transfer.	8
TART	Task-aware Retrieval with Instructions	Asai et al.	2022	ACL 2023 Findings	2211.09260	https://github.com/facebookresearch/tart	168	2023-10-04	NOASSERTION	yes (facebook/tart-dual-contriever-msmarco plus BEIR embeddings)	BERRI multi-task instruction tuning with query-side-only instructions and instruction-unfollowing negatives.	3	2	admit	Abs page, PDF, and repo page opened; BERRI scale and query-only encoding equation verified.	5
EmbedderDilemma	The Embedder's Dilemma: LLMs Are Better, but at What Cost?	Adnan El Assadi, Niklas Muennighoff, Jinhyuk Lee	2026	arXiv preprint	2608.12875				UNK	code unverified	Controlled cost-aware comparison of 10 LLMs vs 26 embedding models on 37 tasks: tied in aggregate (0.4 pts), LLMs lead reasoning-heavy retrieval, embedders lead classification, parity costs more.	2	2	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via S2 forward-chain from GritLM. Repository not checked this session.	4
MiddleTokens	The Truth Lies Somewhere in the Middle (of the Generated Tokens)	Sophie L. Wang, Phillip Isola, Brian Cheung	2026	arXiv preprint	2605.09969				UNK	code unverified	Mean pooling across autoregressively generated tokens beats any single token as a representation (kernel-alignment evidence); generated-state pooling carries distributed semantics.	2	2	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via S2 forward-chain from GritLM. Repository not checked this session.	4
Nomic-MoE	Training Sparse Mixture Of Experts Text Embedding Models	Zach Nussbaum et al.	2025	arXiv preprint	2502.07972	https://github.com/nomic-ai/contrastors	802	2025-03-26	Apache-2.0	yes (nomic-embed-text-v2-moe)	Sparse-MoE embedder: capacity without proportional inference cost	1	2	admit	Primary source opened (arXiv abs). Capacity-vs-cost option for 0.3-2B regime.	3
XGrammar	XGrammar: Flexible and Efficient Structured Generation Engine for Large Language Models	Yixin Dong, Charlie F. Ruan, Yaxing Cai, Ruihang Lai, Ziyi Xu, Yilong Zhao, Tianqi Chen	2024	MLSys 2025	2411.15100	https://github.com/mlc-ai/xgrammar	1882	2026-09-10	Apache-2.0	engine released	Byte-level PDA with token-mask cache and GPU-overlapped grammar execution, ~100x faster	4	2	admit	Verified at arxiv.org/abs/2411.15100 and MLSys proceedings page; PDF downloaded and header-checked	7
EPIC	Embedding-based In-Context Prompt Training for Enhancing LLMs as Text Encoders	Ailiang Lin, Zhuoyun Li, Keyu Mao, Kotaro Funakoshi, Manabu Okumura	2026	arXiv preprint	2605.01372				UNK	code unverified	EPIC replaces discrete demonstration tokens with trained embedding-based in-context prompts to keep ICL gains for embeddings while cutting token overhead.	2	1	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via S2 forward-chain from GritLM. Repository not checked this session.	4,5
SLERPGeometry	Evaluating Embedding Generalization: How LLMs, LoRA, and SLERP Shape Representational Geometry	Siyaxolisa Kabane	2025	arXiv preprint	2511.21703				UNK	code unverified	Tests whether SLERP merging mitigates LoRA over-specialisation in embedding space; single-author study on synthetic numerical-sequence clustering/classification only.	2	1	admit	Verified at arXiv abs page; found via arXiv search on merging+embedding. Caution: narrow synthetic eval, treat geometry claims as suggestive not general.	4
LayerDynamics	Layer-wise Representation Dynamics: An Empirical Investigation Across Embedders and Base LLMs	Jingzhou Jiang, Yi Yang, Kar Yan Tam	2026	arXiv preprint	2605.12714				UNK	code unverified	LRD framework (subspace motion, neighbourhood retention, final-layer alignment) applied to 31 models on 30 MTEB tasks; measurement toolkit for how far an embedder drifts from its base.	2	1	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via S2 forward-chain from GritLM. Measurement value mainly. Repository not checked this session.	4
ModelSoups	Model soups: averaging weights of multiple fine-tuned models improves accuracy without increasing inference time	Mitchell Wortsman, Gabriel Ilharco, Samir Yitzhak Gadre, Rebecca Roelofs, Raphael Gontijo-Lopes, Ari S. Morcos, Hongseok Namkoong, Ali Farhadi, Yair Carmon, Simon Kornblith	2022	arXiv preprint	2203.05482				UNK	code unverified	Plain weight averaging of same-base fine-tunes improves accuracy at zero inference cost; baseline every fancier merge must beat.	2	1	admit	Verified at arXiv abs page (title/authors/abstract/dates). Repository not checked this session.	4
Doc2Query	Document Expansion by Query Prediction	Rodrigo Nogueira, Wei Yang, Jimmy Lin et al.	2019	arXiv preprint	1904.08375	https://github.com/castorini/docTTTTTquery	376	2023-03-25	Apache-2.0	unverified	Predict queries per document and append them to the document text before indexing.	1	2	abstain	Abs verified at primary source; mechanism covered by admitted synthetic-data items (Promptagator, InPars, GPL, E5-Mistral).	2,6,10
jina2	Jina Embeddings 2: 8192-Token General-Purpose Text Embeddings for Long Documents	Michael Günther; Jackmin Ong; Isabelle Mohr; Alaeddine Abdessalem; Tanguy Abel; Mohammad Kalim Akram; Susana Guzman; Georgios Mastrapas; Saba Sturua; Bo Wang; Maximilian Werk; Nan Wang; Han Xiao	2023	arXiv preprint	2310.19923					yes (weights)	8192-token general-purpose embeddings via long-context tuning.	1	2	abstain	Verified; long-doc architecture relevant but BGE-M3 covers 8k context among admits.	1
LoRA	LoRA: Low-Rank Adaptation of Large Language Models	Edward J. Hu, Yelong Shen, Phillip Wallis et al.	2021	arXiv preprint	2106.09685	https://github.com/microsoft/LoRA	13789	2024-12-17	MIT	n/a (method, not a model)	Low-rank adapter fine-tuning freezing base weights.	1	2	abstain	Abs verified at primary source; covered via admitted QLoRA which builds on it.	2
MiniCPM-Embedding	MiniCPM-Embedding (no paper; HF model card only)	n/a (OpenBMB)	n/a	n/a	none	https://github.com/openbmb/MiniCPM	10879	2026-09-12	Apache-2.0	yes (openbmb/MiniCPM-Embedding + Light)	0.5B BERT-style embedder paired with MiniCPM; card links no paper	1	2	abstain	Verified HF card carries no paper link; method claims unverifiable. Secondary source only.	3
MiniCPM4	MiniCPM4: efficient end-side LLM	MiniCPM Team et al.	2025	arXiv preprint	2506.07900	https://github.com/openbmb/MiniCPM	10879	2026-09-12	Apache-2.0	yes (generative model, not embedder)	Generative base of MelodyScribe rig; context for MiniCPM-Embedding	2	2	abstain	Generative base model, not an embedder; background only.	3
RAGAS	RAGAs: Automated Evaluation of Retrieval Augmented Generation	unverified — venue record only (OpenAlex, secondary)	2024	EACL 2024 demo (per OpenAlex, secondary)	no-arXiv-id					reference-only eval metrics	Automated evaluation of retrieval-augmented generation (per title).	1	2	abstain	Could not verify at a primary source: no arXiv id, ACL Anthology page not fetched, and GitHub API was rate-limited when resolving the code repo. Secondary source only.	6
InfoNCE-CPC	Representation Learning with Contrastive Predictive Coding	Aaron van den Oord, Yazhe Li, Oriol Vinyals	2018	arXiv preprint	1807.03748	none (no official code released)	n/a	n/a	n/a	n/a	InfoNCE objective foundation for all contrastive recipes.	1	2	abstain	Abs verified at primary source; objective background only, no training recipe per se.	2
modernbert	Smarter, Better, Faster, Longer: A Modern Bidirectional Encoder for Fast, Memory Efficient, and Long Context Finetuning and Inference	Benjamin Warner; Antoine Chaffin; Benjamin Clavié; Orion Weller; Oskar Hallström; Said Taghadouini; Alexis Gallagher; Raja Biswas; Faisal Ladhak; Tom Aarsen; Nathan Cooper; Griffin Adams; Jeremy Howard; Iacopo Poli	2024	arXiv preprint	2412.13663	https://github.com/AnswerDotAI/ModernBERT	1720	2026-03-01	Apache-2.0	yes (weights+code)	Modernized bidirectional encoder (8k context, fast) as efficient alternative to decoder-embedders.	1	2	abstain	Verified; efficient-encoder counterpoint, but no head-to-head vs decoder-embedders fetched; thin for verdict.	1
GTE	Towards General Text Embeddings with Multi-stage Contrastive Learning	Zehan Li, Xin Zhang, Yanzhao Zhang et al.	2023	arXiv preprint	2308.03281	not checked under lane budget	n/a	n/a	n/a	unverified	Multi-stage contrastive learning recipe for general text embeddings.	1	2	abstain	Verified relevant via arXiv API; deprioritized under lane budget, subsumed by admitted two-stage items (E5, Qwen3-Embedding).	2
AnglE	AnglE-optimized Text Embeddings	Xianming Li, Jing Li	2023	arXiv preprint	2309.12871	not checked under lane budget	n/a	n/a	n/a	unverified	Angle-based contrastive objective in complex space to fix cosine saturation.	1	1	abstain	Verified relevant via arXiv API; objective variant, deprioritized under lane budget.	2
AugSBERT	Augmented SBERT: Data Augmentation Method for Improving Bi-Encoders for Pairwise Sentence Scoring Tasks	Thakur, Reimers, Daxenberger, Gurevych	2020	NAACL 2021 (per OpenAlex, secondary)	2010.08240					unknown	Data augmentation for improving bi-encoders on pairwise sentence scoring (per title).	1	1	abstain	Abs page opened for title/authors but abstract not read; abstaining regardless as training augmentation (lane 2 scope).	6
BiXSE	BiXSE: Improving Dense Retrieval via Probabilistic Graded Relevance Distillation	Christos Tsirigotis, Vaibhav Adlakha, Joao Monteiro	2025	arXiv preprint	2508.06781	not checked under lane budget	n/a	n/a	n/a	unverified	Probabilistic graded-relevance distillation.	1	1	abstain	Screened via arXiv API title search only; abs page not opened under lane budget.	2
CL-Distill	Curriculum Learning for Dense Retrieval Distillation	Hansi Zeng, Hamed Zamani, Vishwa Vinay	2022	arXiv preprint	2204.13679	not checked under lane budget	n/a	n/a	n/a	unverified	Curriculum-ordered distillation for dense retrieval.	1	1	abstain	Screened via arXiv API title search only; abs page not opened under lane budget.	2
DiskANN-paper	DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node	Jayaram Subramanya, S. et al.	2019	NeurIPS 2019 (unverified)	no-arXiv-found	-			n/a (paper)	unknown	SSD graph index SOTA that SPANN compares against	6	1	abstain	No arXiv id found via fetched title search; repo admitted instead	10
ICLR24-robustness	Evaluating the Zero-Shot Robustness of Instruction-Tuned Models	Gu et al. (unverified)	2024	ICLR 2024	https://proceedings.iclr.cc/paper_files/paper/2024/file/d3221cdb27e49d9c1cd35ad254feccfe-Paper-Conference.pdf	unverified	unverified	unverified	unverified	unverified	Instruction-tuned LMs are sensitive to instruction paraphrase; soft-prompt KL alignment proposed as fix.	3	1	abstain	Proceedings PDF excerpt fetched but arXiv id and authorship not verified at a primary landing page.	5
InPars-Light	InPars-Light: Cost-Effective Unsupervised Training of Efficient Rankers	Boytsov, Patel, Sourabh, Nisar, Kundu, Ramanathan, Nyberg	2023	arXiv preprint (venue unverified)	2301.02998					unknown	Cheap reranker training on synthetic queries.	1	1	abstain	Verified at abs page but abstaining: reranker training is lane 10 scope.	6
KV-Embedding	KV-Embedding: Training-free Text Embedding via Internal KV Re-routing in Decoder-only LLMs	unverified	2026	arXiv preprint	2601.01046	unverified	unverified	unverified	unverified	unverified	Compression-oriented prompting plus internal KV re-routing as a PromptEOL successor claim.	3	1	abstain	Seen only as a citing excerpt inside another fetched page; abs page never opened and numbers not verified.	5
Llama2Vec	Llama2Vec: Unsupervised Adaptation of Large Language Models for Dense Retrieval	Liu, Zheng; Li, Chaofan; Xiao, Shitao; Shao, Yingxia	2023	arXiv preprint	2312.15503	-			n/a (paper)	unknown	Unsupervised decoder-to-embedder adaptation	1	1	abstain	Abs page verified; belongs to lanes 2/4 - screened for dedupe only	10
PairDistill	Pairwise Relevance Distillation for Dense Retrieval	Chao-Wei Huang, Yun-Nung Chen	2024	arXiv preprint	2410.01383	not checked under lane budget	n/a	n/a	n/a	unverified	Pairwise relevance distillation for dense retrieval.	1	1	abstain	Screened via arXiv API title search only; abs page not opened under lane budget.	2
PQ-2011	Product quantization for nearest neighbor search	Jegou, H.; Douze, M.; Schmid, C.	2011	IEEE TPAMI (unverified)	no-arXiv	-			n/a (paper)	unknown	Foundational PQ/IVFADC compression	6	1	abstain	No arXiv PDF available; covered indirectly via admitted Faiss paper which builds on it	10
RRF-paper	Reciprocal Rank Fusion outperforms Condorcet and individual Rank Learning Methods	Cormack, C.; Clarke, C.; Buettcher, S.	2009	SIGIR 2009 (unverified)	no-arXiv-DOI-only	-			n/a (paper)	unknown	Parameter-free rank fusion for hybrid retrieval	6	1	abstain	Could not verify at primary source (no arXiv PDF per lane rules); do not cite numbers	10
SFR-Embedding-Mistral	SFR-Embedding-Mistral: Enhance Text Retrieval with Transfer Learning	Meng et al.	2024	vendor blog, no paper found	unverified	https://huggingface.co/Salesforce/SFR-Embedding-Mistral	unverified	unverified	unverified	yes (Salesforce/SFR-Embedding-Mistral on HF)	Transfer-learned Mistral embedder family frequently cited as instruction-tuning evidence.	3	1	abstain	Secondary sources only (vendor blog plus HF card fetched); no paper or primary recipe found, so nothing quotable on instruction design.	5
SPLADEv1	SPLADE: Sparse Lexical and Expansion Model for First Stage Ranking	Formal, Thibault et al.	2021	arXiv preprint	2107.05720	-			n/a (paper)	unknown	First SPLADE; superseded by admitted v2	6	1	abstain	Abs page verified; not separately filed - content subsumed by admitted SPLADEv2, recorded for dedupe	10
TSDAE	TSDAE: Using Transformer-based Sequential Denoising Auto-Encoder for Unsupervised Sentence Embedding Learning	Wang, Reimers, Gurevych	2021	arXiv preprint (venue unverified)	2104.06979					unknown	Unsupervised domain-adapted sentence embeddings via denoising auto-encoding.	1	1	abstain	Verified at abs page but abstaining: training method is lane 2 scope; GPL (admitted) covers private-corpus adaptation for this lane.	6
DualTask-search-miss	A Dual-Task Paradigm to Investigate Sentence Comprehension Strategies in Language Models	Rei Emura, Saku Sugawara	2026	n/a	2604.26351				n/a	n/a	arXiv search hit while hunting LM-Cocktail; cognitive-science study, no embedding/generation unification.	2	0	abstain	Abs page opened; off-lane. Recorded so the miss is not silently dropped.	4
gte-miss	Analysis of Local Anisotropy Fluctuations in Compact Objects	Manuel Malaver; Maria Esculpi	2023	arXiv preprint	2310.01730					no	Guessed id for GTE; fetched page is Malaver/Esculpi on compact-object anisotropy.	1	0	abstain	Wrong id from memory; GTE-line coverage deferred to Qwen3-Embedding row (successor series).	1
IMAGINE-collision	IMAGINE: An Integrated Model of Artificial Intelligence-Mediated Communication Effects	Guerrero-Sole	2022	arXiv (manuscript)	2212.08658	n/a	n/a	n/a	n/a	n/a	Media-effects theory; irrelevant to lane 9	6	0	abstain	Recalled as IRCoT id from memory; abs page shows it is a different paper. Correct IRCoT id is 2212.10509.	9
echo-miss	Multi-view Intent Learning and Alignment with Large Language Models for Session-based Recommendation	Shutong Qiao; Wei Zhou; Junhao Wen; Chen Gao; Qun Luo; Peixuan Chen; Yong Li	2024	arXiv preprint	2402.13840					no	Guessed id for echo embeddings; fetched page is Qiao et al. session recommendation.	5	0	abstain	Wrong id from memory; correct echo-embeddings id resolved separately (2402.15449).	1
SSM-pruning-collision	On Pruning State-Space LLMs	Ghattas et al.	2025	arXiv (manuscript)	2502.18886	n/a	n/a	n/a	n/a	n/a	SSM pruning study; irrelevant to lane 9	6	0	abstain	Recalled as PathRAG id from memory; abs page shows it is a different paper. Recorded to prevent re-screening.	9
fastgen-guess-2310.18358	WRONG ID probe: A Communication Theory Perspective on Prompting Engineering Methods	Y. Song et al.	2023	arXiv	2310.18358	-	-	-	-	no	Recalled FastGen ID was wrong; actual paper is about prompt engineering, no serving content	5	0	abstain	Opened arxiv abs: mismatch. FastGen admitted separately as 2401.08671.	8
hydragen-guess-2402.05040	WRONG ID probe: Blow-up of solutions for semilinear parabolic equation	A. Gladkov	2024	arXiv	2402.05040	-	-	-	-	no	Recalled HydraGen ID was wrong; actual paper is PDE analysis	5	0	abstain	Opened arxiv abs: mismatch. HydraGen admitted separately as 2402.05099.	8
orca-guess-2306.09935	WRONG ID probe: Drag-guided diffusion models for vehicle image generation	N. Arechiga et al.	2023	arXiv	2306.09935	-	-	-	-	no	Recalled Orca ID was wrong; actual paper is unrelated image-generation work	5	0	abstain	Opened arxiv abs: title/authors do not match. Recorded to prevent re-screening; Orca admitted separately via USENIX.	8
distserve-guess-2402.02692	WRONG ID probe: Statistical Guarantees for Link Prediction using GNNs	A. Chung et al.	2024	arXiv	2402.02692	-	-	-	-	no	Recalled DistServe ID was wrong; actual paper is GNN theory	5	0	abstain	Opened arxiv abs: mismatch. DistServe admitted separately as 2401.09670.	8
casehold-miss	When Does Pretraining Help? Assessing Self-Supervised Learning for Law and the CaseHOLD Dataset	Lucia Zheng; Neel Guha; Brandon R. Anderson; Peter Henderson; Daniel E. Ho	2021	arXiv preprint	2104.08671					no	Guessed id for BEIR; fetched page is Zheng et al. on pretraining for law (CaseHOLD).	1	0	abstain	Wrong id from memory; correct BEIR paper id not resolved. BEIR coverage deferred to MTEB/MMTEB rows.	1
RepLLaMA-recall-miss	n/a (recalled id actually a Collatz paper)	Wei Ren (actual paper author)	2023	n/a	2304.10491				n/a	n/a	Recalled as RepLLaMA dense retrieval; the abs page shows Collatz dynamics, unrelated.	2	0	abstain	Abs page contradicts recall. Correct RepLLaMA id not established this session.	4
DARE-recall-miss	n/a (recalled id actually a QCD paper)	Swagato Mukherjee et al. (actual paper authors)	2023	n/a	2311.16402				n/a	n/a	Recalled as the DARE merging paper; the abs page shows TMD factorisation/QCD, unrelated.	2	0	abstain	Could not verify as merging work; abs page contradicts recall. Correct DARE paper admitted as SuperMario-DARE 2311.03099.	4
LMCocktail-recall-miss	n/a (recalled id actually a phylogeny paper)	William Howard-Snyder et al. (actual paper authors)	2023	n/a	2311.10913				n/a	n/a	Recalled as LM-Cocktail; the abs page shows maximum-parsimony/clade-support work, unrelated.	2	0	abstain	Abs page contradicts recall. Correct LM-Cocktail admitted as 2311.13534.	4
uniCOIL	uniCOIL: Unified and Effective Weighting for Contextualized Inverted Lists	Lin, J.; Ma, X. (?)	-	-	unresolved	-			unknown	unknown	Learned sparse weighting in the COIL family	6	0	abstain	Could not resolve a verified arXiv id from fetched search results; will not cite	10
