name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
Tulu3	Tulu 3: Pushing Frontiers in Open Language Model Post-Training	Lambert et al.	2024	arXiv preprint (cs.CL)	2411.15124	https://github.com/allenai/open-instruct	3862	2026-09-12	Apache-2.0 (code); stage models under Llama3.1 license	yes (SFT/DPO/RLVR checkpoints, datasets, open-instruct code)	Fully open SFT + length-normalized DPO + RLVR (verifiable-reward RL) pipeline; decontaminated evals; recipe SmolTulu replicates	4	3	admit	Primary verified (abs page + PDF fetched); reference open post-training pipeline all small-model replications build on	2,7
DrGRPO	UNDERSTANDING R1-ZERO-LIKE TRAINING: A CRITICAL PERSPECTIVE	Liu, Zichen; Chen, Changyu; Li, Wenjun; Qi, Penghui; Pang, Tianyu; Du, Chao et al.	2025	arXiv preprint (venue not verified)	2503.20783					unknown	identifies GRPO length/normalization bias; Dr.GRPO unbiased objective; minimalist 7B recipe reaches 43.3 percent AIME 2024	4	3	admit	verified via arXiv abs page and downloaded PDF; mandatory GRPO-bias correction	4
USM	Universal Information Extraction as Unified Semantic Matching	Jie Lou, Yaojie Lu, Dai Dai, Wei Jia, Hongyu Lin, Xianpei Han, Le Sun, Hua Wu	2023	AAAI 2023	2301.03282			unknown	unknown	unknown	Three directed token-linking ops replace generation; 356M model beats UIE-large by 5.11 few-shot	1	3	admit	Verified at arxiv abs page, AAAI proceedings page, HF paper page 2026-09-12	6
UniversalNER	UniversalNER: Targeted Distillation from Large Language Models for Open Named Entity Recognition	Wenxuan Zhou, Sheng Zhang, Yu Gu, Muhao Chen, Hoifung Poon	2024	ICLR 2024	2308.03279	https://github.com/universal-ner/universal-ner	375	unknown	MIT (code); CC-BY-NC-4.0 (HF models/data)	yes (recipe + Pile-NER-type data + UniNER-7B/13B on HF)	Distills ChatGPT NER annotations on Pile passages into 7B/13B students; beats ChatGPT by 7-9 F1	1	3	admit	Verified at arxiv abs page, GitHub page, HF API 2026-09-12; stars/license from fetched GitHub page	6
WebIE	WEBIE: Faithful and Robust Information Extraction on the Web	Chenxi Whitehouse, Clara Vania, Alham Fikri Aji, Christos Christodoulopoulos, Andrea Pierleoni	2023	ACL 2023	2305.14293	https://github.com/amazon-science/webie	8	2023-07-26	NOASSERTION (repo text: CC BY-NC-4.0)	yes (annotations + C4 reconstruction scripts)	C4-based generative IE with negatives and ~21K crowdsourced triples + 4-language mWebIE; entity-linking aux improves faithfulness	2	3	admit	Verified at ACL anthology PDF, GitHub page, GitHub API, HF paper citation 2026-09-12	6
WebIE	WebIE: Faithful and Robust Information Extraction on the Web	Chenxi Whitehouse, Clara Vania, Alham Fikri Aji, Christos Christodoulopoulos, Andrea Pierleoni	2023	ACL 2023	10.18653/v1/2023.acl-long.428	https://github.com/amazon-science/webie	8	2023-07-26	CC-BY-NC-4.0	yes: annotations, preprocessing scripts	1.6M-sentence web closed-IE set WITH negatives; REBEL-only models score 0pct on negatives; entity-linking auxiliary head best for faithfulness.	1	3	admit	No arXiv preprint exists; verified at ACL Anthology page and author PDF (Whitehouse text confirmed inside PDF). Filed under ACL2023 filename.	8
Synthetic-Hurts	When Synthetic Data Hurts: On Catastrophic Forgetting in Skill Retrieval for LLM Agents	Syed Shariyar Murtaza; Yifan Nie; Utkarsh Soni; Eugene Wen; Arvid Frydenlund	2026	EMNLP 2026 Industry track	2609.10750				unknown	unknown	Synthetic retrieval fine-tuning causes forgetting at 0.6B; embedding-anchor reg/LwF/EWC/L2 recover OOD and gain +13.98% in-distribution	3	3	admit	Abs page + PDF opened; closest published analogue to our contrastive-adapter forgetting problem	3
WizardLM (Evol-Instruct)	WizardLM: Empowering large pre-trained language models to follow complex instructions	Can Xu, Qingfeng Sun, Kai Zheng, Xiubo Geng, Pu Zhao, Jiazhan Feng, Chongyang Tao, Qingwei Lin, Daxin Jiang	2023	ICLR 2024	2304.12244	https://github.com/nlpxucan/WizardLM	9482	2025-06-07	None (no license file)	Data: HF WizardLMTeam/WizardLM_evol_instruct_70k and V2 196k	Evolves seed instructions in-depth/in-breadth then mixes all levels for SFT.	2	3	admit	Verified at arxiv.org/abs/2304.12244; PDF downloaded and text-checked.	2
TinyZero	code artefact: minimal R1-Zero reproduction	Pan, Jiayi et al. (community)	2025	n/a (code)	n/a	https://github.com/Jiayi-Pan/TinyZero	13236	2026-02-27	Apache-2.0	yes (code)	verifiable-reward RL on 3B-scale models for a counting task; canonical tiny RL starter	4	3	admit	verified via GitHub API; no paper, admitted as code artefact	2,4,7
xLAM	xLAM: A Family of Large Action Models to Empower AI Agent Systems	Zhang et al.	2024	arXiv preprint	2409.03215	none verified	—	—	—	yes: models + 60k dataset (reported in paper)	SFT+DPO function-calling family incl. 1B model; data reused by Hammer	1	3	admit	Abs page opened and verified; admitted for SFT+DPO recipe and 1B result	1
GenIR-survey-Kuo	A Survey of Generative Information Retrieval	Kuo; Chiu; Lin; Wu; Huang; Chen	2024	arXiv preprint	2406.01197	https://github.com/MiuLab/GenIR-Survey (paper-collection repo named in paper)	6	2024-03-14T03:46:38Z	None detected	code-adjacent (paper collection)	Taxonomy of DocID strategies (single-token, sequential, text-based) and indexing-versus-retrieval training, with future directions on learnable DocIDs and multi-task GR.	3	2	admit	Abs page and PDF opened and verified; DocID taxonomy needed to choose MelodyScribe section/op identifiers.	10
API-Bank	API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs	Li et al.	2023	arXiv preprint	2304.08244	none verified	—	—	—	yes: benchmark data (reported in paper)	73-API executable dialogue benchmark used by Granite/Hammer for generalisation	1	2	admit	Abs page opened and verified; admitted as held-out benchmark model	1
FLARE	Active Retrieval Augmented Generation	Jiang; Xu; Gao; Sun; Liu; Dwivedi-Yu; Yang; Callan; Neubig	2023	EMNLP 2023	2305.06983	https://github.com/jzbjyb/FLARE	668	2023-11-20T08:25:17Z	MIT	code plus data (repo)	Forward-looking active retrieval: draft the next sentence, use it as the retrieval query, and regenerate only when low-confidence tokens appear; best or competitive on four long-form tasks.	6	2	admit	Abs page, PDF, ACL page and repo verified; confidence-gated retrieval policy relevant to per-section and per-agent-request decisions.	10
AdaLoRA	AdaLoRA: Adaptive Budget Allocation for Parameter-Efficient Fine-Tuning	Qingru Zhang, Minshuo Chen, Alexander Bukharin, Nikos Karampatziakis, Pengcheng He, Yu Cheng, Weizhu Chen, Tuo Zhao	2023	ICLR 2023	2303.10512	https://github.com/QingruZhang/AdaLoRA	395	2023-06-01T18:56:18Z	MIT	code	Allocates rank budget by importance across matrices with SVD parametrization + cubic schedule; biggest wins at low budgets.	5	2	admit	Abs + HTML excerpts opened; initial recalled id 2304.15033 wrong, corrected via search.	5
AlpaGasus	AlpaGasus: Training A Better Alpaca with Fewer Data	Lichang Chen, Shiyang Li, Jun Yan, Hai Wang, Kalpa Gunaratna, Vikas Yadav, Zheng Tang, Vijay Srinivasan, Tianyi Zhou, Heng Huang, Hongxia Jin	2023	arXiv preprint (venue unverified)	2307.08701	https://github.com/Lichang-Chen/AlpaGasus (author repo; unofficial gpt4life/alpagasus has 94 stars)	25	2024-07-26	None (no license file)	9K filtered subset described in paper	ChatGPT-judge filters 52K Alpaca to 9K; trains 7B/13B faster and better.	2	2	admit	Verified at arxiv.org/abs/2307.08701; PDF downloaded and text-checked.	2
Atlas	Atlas: Few-shot Learning with Retrieval Augmented Language Models	Izacard; Lewis; Lomeli; Hosseini; Petroni; Schick; Dwivedi-Yu; Joulin; Riedel; Grave	2022	JMLR 2023 (arXiv Aug 2022)	2208.03299	https://github.com/facebookresearch/atlas	563	2026-07-02T03:27:01Z	NOASSERTION (no machine-readable license)	code (repo)	Contriever plus FiD jointly pre-trained with periodic index refresh and query-side fine-tuning; 64-shot NQ beats a 540B model with 50x fewer parameters.	3	2	admit	Abs page, PDF, JMLR page and repo verified; joint pre-training plus fine-tuning-strategy study for retriever-generator pairs.	10
Data Pruning Scales	Beyond neural scaling laws: beating power law scaling via data pruning	Ben Sorscher, Robert Geirhos, Shashank Shekhar, Surya Ganguli, Ari S. Morcos	2022	arXiv preprint (venue unverified)	2206.14486	none verified	unverified	unverified	unverified	None (vision study)	Prototype-based pruning beats power-law data scaling on CIFAR/ImageNet/SVHN; only scaling-law-shaped pruning evidence found.	2	2	admit	Verified at arxiv.org/abs/2206.14486; PDF downloaded and text-checked.	2
DSI-QG	Bridging the Gap Between Indexing and Retrieval for Differentiable Search Index with Query Generation	Zhuang; Ren; Shou; Pei; Gong; Zuccon; Jiang	2022	Gen-IR @ SIGIR 2023	2206.10128	https://github.com/ArvinZhuang/DSI-QG	129	2023-07-09T05:23:53Z	MIT	code (repo)	Diagnoses DSI train-serve mismatch (long documents indexed, short queries retrieved) and fixes it by indexing cross-encoder-filtered generated queries instead of document text.	3	2	admit	Abs page, PDF and repo opened and verified; indexing-side synthetic data fix directly applicable to MelodyScribe section representations.	10
ChatIE	ChatIE: Zero-Shot Information Extraction via Chatting with ChatGPT	Xiang Wei, Xingyu Cui, Ning Cheng, Xiaobin Wang, Xin Zhang, Shen Huang, Pengjun Xie, Jinan Xu, Yufeng Chen, Meishan Zhang, Yong Jiang, Wenjuan Han	2023	preprint (v2 May 2024)	2302.10205			unknown	unknown	unknown	Two-stage multi-turn QA decomposition of RE/NER/EE; beats some full-shot models (e.g. NYT11-HRL)	1	2	admit	Verified at arxiv abs and html pages 2026-09-12	6
Selective-Context	Compressing Context to Enhance Inference Efficiency of Large Language Models	Yucheng Li; Bo Dong; Chenghua Lin; Frank Guerin	2023	EMNLP 2023	2310.06201	https://github.com/liyucheng09/Selective_Context	425	2024-02-12	None	code+data released	Self-information filtering of lexical units; 50% context cut at minor quality loss; thresholds are domain-dependent.	6	2	admit	Verified at arXiv abs page, repo README, and GitHub API; baseline method superseded by question-aware successors, hence relevance 2.	9
CorpusBrain++	CorpusBrain++: A Continual Generative Pre-Training Framework for Knowledge-Intensive Language Tasks	Guo; Zhou; Zhang; Chen; de Rijke; Fan; Cheng	2024	arXiv preprint	2402.16767	n/a	n/a	n/a	n/a	paper only	Pre-trained CorpusBrain catastrophically forgets on the new KILT++ continual benchmark; rehearsal-plus-regularization continual generative pre-training restores it.	3	2	admit	Abs page and PDF opened and verified; only direct measurement of catastrophic forgetting in a generative-retrieval model, with a rehearsal remedy.	10
CorpusBrain	CorpusBrain: Pre-train a Generative Retrieval Model for Knowledge-Intensive Language Tasks	Chen; Zhang; Guo; Liu; Fan; Cheng	2022	CIKM 2022	2208.07652	https://github.com/ict-bigdatalab/CorpusBrain	34	2022-08-31T08:59:19Z	Apache-2.0	code (repo)	Generative-retrieval pre-training with inner-sentence-selection, lead-paragraph-selection and hyperlink-identifier-prediction tasks, then single-step generative fine-tuning per KILT task.	3	2	admit	Abs page, PDF and repo opened and verified; task-designed GR pre-training whose forgetting behavior CorpusBrain++ then measures.	10
DPO	DIRECT PREFERENCE OPTIMIZATION: YOUR LANGUAGE MODEL IS SECRETLY A REWARD MODEL	Rafailov, Rafael; Sharma, Archit; Mitchell, Eric; Ermon, Stefano; Manning, Christopher D.; Finn, Chelsea et al.	2023	arXiv preprint (venue not verified)	2305.18290					unknown	solves RLHF with a classification loss, no reward model or RL loop; stable and cheap	4	2	admit	verified via arXiv abs page and downloaded PDF; cheap preference step for harness pipeline	4
DistiLLM-2	DISTILLM-2: A CONTRASTIVE APPROACH BOOSTS THE DISTILLATION OF LLMS	Ko, Jongwoo; Chen, Tianyi; Kim, Sungnyun; Ding, Tianyu; Liang, Luming; Zharkov, Ilya et al.	2025	ICML 2025 Spotlight	2503.07067					unknown	contrastive distillation: raise likelihood of teacher responses while lowering student ones; covers instruction-following, code, preference alignment	4	2	admit	verified via arXiv abs page and downloaded PDF; contrastive variant of distillation	4
DREEAM	DREEAM: Guiding Attention with Evidence for Improving Document-Level Relation Extraction	Youmi Ma, An Wang, Naoaki Okazaki	2023	EACL 2023	2302.08675	https://github.com/YoumiMa/dreeam	unknown	unknown	unknown	yes (code, per repo)	Supervises transformer attention with sentence-evidence distributions (zero extra parameters) + ER self-training on distant data	1	2	admit	Verified at arxiv abs page, ACL anthology page, GitHub page 2026-09-12	6
Deduplicating Training Data	Deduplicating Training Data Makes Language Models Better	Katherine Lee, Daphne Ippolito, Andrew Nystrom, Chiyuan Zhang, Douglas Eck, Chris Callison-Burch, Nicholas Carlini	2021	arXiv preprint (venue unverified)	2107.06499	none verified	unverified	unverified	unverified	Method (MinHash + suffix-array exact-substring) described in paper	Near + exact dedup of C4/RealNews/LM1B/Wiki40B improves perplexity and cuts memorization.	2	2	admit	Verified at arxiv.org/abs/2107.06499; PDF downloaded and text-checked.	2
DPR	Dense Passage Retrieval for Open-Domain Question Answering	Karpukhin; Oguz; Min; Lewis; Wu; Edunov; Chen; Yih	2020	EMNLP 2020	2004.04906	https://github.com/facebookresearch/DPR	1871	2023-04-06T07:36:18Z	NOASSERTION (no machine-readable license)	code plus data (repo)	Dual-encoder trained with one BM25 hard negative plus in-batch negatives; +9-19 point top-20 gains over BM25 and the initializer for RAG joint fine-tuning.	3	2	admit	Abs page, PDF, ACL page and repo verified; baseline training recipe (negatives, batch composition) for any dense side of a joint objective.	10
DoRA	DoRA: Weight-Decomposed Low-Rank Adaptation	Shih-Yang Liu, Chien-Yi Wang, Hongxu Yin, Pavlo Molchanov, Yu-Chiang Frank Wang, Kwang-Ting Cheng, Min-Hung Chen	2024	ICML 2024 (PMLR v235; Oral per abs comments)	2402.09353	https://github.com/NVlabs/DoRA	997	2026-03-24T09:13:24Z	NOASSERTION	code	Decomposes weights into magnitude + direction, LoRA on direction; mimics FT learning pattern and beats LoRA on LLaMA/LLaVA/VL-BART.	5	2	admit	Abs + PMLR excerpts opened; initial recalled id 2402.10960 disproved at abs page, corrected via search.	5
DoReMi	DoReMi: Optimizing Data Mixtures Speeds Up Language Model Pretraining	Sang Michael Xie, Hieu Pham, Xuanyi Dong, Nan Du, Hanxiao Liu, Yifeng Lu, Percy Liang, Quoc V. Le, Tengyu Ma, Adams Wei Yu	2023	arXiv preprint (venue unverified)	2305.10429	https://github.com/sangmichaelxie/doremi	359	2023-12-26	MIT	Code released	280M proxy + group-DRO finds domain weights; 8B Pile training speeds up 2.6x.	2	2	admit	Verified at arxiv.org/abs/2305.10429; PDF downloaded and text-checked (correct id found after 2311.05232 proved unrelated).	2
DocRED	DocRED: A Large-Scale Document-Level Relation Extraction Dataset	Yuan Yao, Deming Ye, Peng Li, Xu Han, Yankai Lin, Zhenghao Liu, Zhiyuan Liu, Lixin Huang, Jie Zhou, Maosong Sun	2019	ACL 2019	1906.06127			unknown	unknown	unknown	132k-entity human-annotated document-level RE from Wikipedia/Wikidata plus distant supervision	2	2	admit	Verified at arxiv abs page and ACL anthology page 2026-09-12	6
UltraChat	Enhancing Chat Language Models by Scaling High-quality Instructional Conversations (UltraChat)	Ning Ding, Yulin Chen, Bokai Xu, Yujia Qin, Zhi Zheng, Shengding Hu, Zhiyuan Liu, Maosong Sun, Bowen Zhou	2023	EMNLP 2023 (OpenAlex DOI 10.18653/v1/2023.emnlp-main.183)	2305.14233	https://github.com/thunlp/UltraChat	2898	2024-03-13	MIT	Data: HF HuggingFaceH4/ultrachat_200k; 1.5M dialogues per paper	Topic-scaffolded two-agent generation of 1.5M multi-turn dialogues.	2	2	admit	Verified at arxiv.org/abs/2305.14233; PDF downloaded and text-checked; venue via fetched OpenAlex record.	2
APO-hinge-zero	Enhancing Small LLM Alignment through Margin-Based Objective Modifications under Resource Constraints	Yao et al.	2025	arXiv preprint (cs.CL)	2508.08466	n/a	n/a	n/a	n/a (method paper, small-scale study)	no released artefact (study only)	Hinge-margin APO-zero variant for 0.5B-scale: zero gradient on easy pairs (hard-example mining), best AlpacaEval WR 36.02 / LC 17.07	4	2	admit	Primary verified (abs page + PDF fetched); only preference-objective study explicitly at 0.5B scale; small-sample, treat as provisional	7
FLASK	FLASK: Fine-grained Language Model Evaluation based on Alignment Skill Sets	Seonghyeon Ye et al. (KAIST)	2024	ICLR 2024 Spotlight	2307.10928	https://github.com/kaistAI/FLASK	218	2023-12-24		yes: code, skill-annotated eval set	12-skill instance-wise rubric eval; fine-grained scoring raises human-model correlation and robustness to verbosity gaming.	6	2	admit	Abs page and full PDF opened; id-title match verified. No license recorded on repo.	8
FireAct	FireAct: Toward Language Agent Fine-tuning	Chen et al.	2023	arXiv preprint	2310.05915	none verified	—	—	—	no (uses public benchmarks)	ReAct-trajectory fine-tuning: small models beat prompted large ones	1	2	admit	Abs page opened and verified; admitted for trajectory-SFT recipe	1
GenIR-survey-Li	From Matching to Generation: A Survey on Generative Information Retrieval	Li; Jin; Zhou; Zhang; Zhang; Zhu; Dou	2024	TOIS 2025 (arXiv Apr 2024, v4 Mar 2025)	2404.14851	https://github.com/RUC-NLPIR/GenIR-Survey	210	2025-04-05T09:11:44Z	MIT	paper collection (repo)	Two-branch survey: generative document retrieval plus reliable response generation (memorization, augmentation, attribution), with incremental-learning and evaluation sections.	3,6	2	admit	Abs page, PDF and repo opened and verified; the only survey covering retrieval and grounded generation together, with an incremental-learning section.	10
Functionary	Functionary (MeetKai function-calling SFT codebase + Small/Medium v2.x models)	MeetKai team	2024	none (code artefact)	none	https://github.com/MeetKai/functionary	1595	2026-06-30	MIT	yes: training code + models	Open SFT recipe for chat-with-tools at small scale incl. Small models	1	2	admit	Repo verified via GitHub API; admitted as reusable training artefact, no paper	1,6
GLiDRE	GLiDRE: Generalist Lightweight model for Document-level Relation Extraction	Robin Armingaud, Romaric Besancon	2025	preprint (submitted ARR Oct)	2508.00757			unknown	unknown	unknown	GLiNER-style bi-encoder extended to document-level relation extraction	1	2	admit	Verified at arxiv.org/abs/2508.00757 2026-09-12; full text not read	6
GLiNER2	GLiNER2: An Efficient Multi-Task Information Extraction System with Schema-Driven Interface	Urchade Zaratiana, Gil Pasternak, Oliver Boyd, George Hurn-Maloney, Ash Lewis	2025	preprint	2507.18546			unknown	unknown	unknown	Multi-task IE (NER+RE+hierarchical) behind a schema-driven interface	1	2	admit	Verified at arxiv.org/abs/2507.18546 2026-09-12; artefacts not checked	6
GaLore	GaLore: Memory-Efficient LLM Training by Gradient Low-Rank Projection	Jiawei Zhao, Zhenyu Zhang, Beidi Chen, Zhangyang Wang, Anima Anandkumar, Yuandong Tian	2024	ICML 2024 (PMLR v235)	2403.03507	https://github.com/jiaweizzhao/GaLore	1701	2024-10-28T18:01:54Z	Apache-2.0	code	Full-parameter learning with low-rank gradient projections; 65.5% optimizer memory cut; Llama 7B pre-train on 24GB without ReLoRA-style warmup.	4	2	admit	Abs + HTML + PMLR excerpts opened; the non-adapter alternative for the 16GB joint run.	5
GAR	Generation-Augmented Retrieval for Open-domain Question Answering	Mao; He; Liu; Shen; Gao; Han; Chen	2020	ACL-IJCNLP 2021	2009.08553	n/a	n/a	n/a	n/a	paper only	Reverse direction: a generator expands the query with heuristically discovered contexts and BM25 over expansions matches or beats DPR; fusing diverse generations helps.	3	2	admit	Abs page, PDF and ACL page opened and verified; generation-then-sparse-retrieval recipe is cheap on one GPU and complements dense co-training.	10
Generative-Agents	Generative Agents: Interactive Simulacra of Human Behavior	Joon Sung Park; Joseph C. O'Brien; Carrie J. Cai; Meredith Ringel Morris; Percy Liang; Michael S. Bernstein	2023	UIST 2023	2304.03442	https://github.com/joonspk-research/generative_agents	22094	2024-08-05	Apache-2.0	code released	Memory stream with relevance-recency-importance retrieval plus reflection synthesis; ablations and failure taxonomy (retrieval failure, confabulation).	6	2	admit	Verified at arXiv abs page, ACM page, and GitHub API; retrieval-scoring and reflection precedent for Folios; no consumer-QA linkage.	9
HELM	Holistic Evaluation of Language Models	Percy Liang et al. (CRFM, many authors)	2023	TMLR 2023	2211.09110	https://github.com/stanford-crfm/helm	2907	2026-09-01	Apache-2.0	yes: code, scenarios, raw completions	Multi-metric standard (accuracy, calibration, robustness, fairness, toxicity, efficiency) over 16 core scenarios; reporting template for joint-capability models.	6	2	admit	Abs page and full PDF opened; id-title match verified.	8
In-Context RALM	In-Context Retrieval-Augmented Language Models	Ram; Levine; Dalmedigos; Muhlgay; Shashua; Leyton-Brown; Shoham	2023	TACL 2023	2302.00083	n/a	n/a	n/a	n/a	paper only	Prepending retrieved passages with no LM changes gives gains equivalent to 2-3x parameters across 110M-66B models; ranking the retriever for the RALM objective adds more.	3,6	2	admit	Abs page, PDF and ACL Anthology page opened and verified; the no-training baseline every joint recipe must beat, tested down to 110M parameters.	10
IncDSI	IncDSI: Incrementally Updatable Document Retrieval	Kishore; Wan; Lovelace; Artzi; Weinberger	2023	ICML 2023	2307.10323	https://github.com/varshakishore/IncDSI	10	2023-09-10T03:52:38Z	MIT	code (repo)	New documents indexed in 20-50 ms by constrained optimization over the added docid vector only, matching full-retrain retrieval quality without touching the encoder.	3	2	admit	Abs page, PDF, PMLR page and repo verified; proves a parametric index can grow without retraining, relevant to adding corpus sections post-fine-tune.	10
InstructUIE	InstructUIE: Multi-task Instruction Tuning for Unified Information Extraction	Xiao Wang, Weikang Zhou, Can Zu, Han Xia, Tianze Chen, Yuansen Zhang, Rui Zheng, Junjie Ye, Qi Zhang, Tao Gui et al.	2023	preprint	2304.08085			unknown	unknown	unknown	IE INSTRUCTIONS (32 datasets) instruction-tuned FlanT5-11B; matches BERT supervised, beats GPT-3.5 zero-shot	1	2	admit	Verified at arxiv.org/abs/2304.08085 and ar5iv full text 2026-09-12	6
Instruction Mining	Instruction Mining: Instruction Data Selection for Tuning Large Language Models	Yihan Cao, Yanbin Kang, Chi Wang, Lichao Sun	2023	arXiv preprint (venue unverified)	2307.06290	none found	unverified	unverified	unverified	Selection rule described in paper	Lightweight metric rule blending quality/diversity for picking small high-performing subsets.	2	2	admit	Verified at arxiv.org/abs/2307.06290; PDF downloaded and text-checked (correct id found after 2307.06215 proved unrelated).	2
QLoRA-tool	Internalizing Tool Knowledge in Small Language Models via QLoRA Fine-Tuning	Yuval Shemla; Ayal Yakobe; Tanmay Agarwal; Dhaval Patel; Kaoutar El Maghraoui	2026	arXiv preprint	2605.17774				unknown	unknown	4B QLoRA on ~1700 tool-use traces internalizes structured planning; rank 32 best quality, smaller ranks retain more	1	2	admit	Abs page + PDF opened; only small-model structured-emission-plus-retention rank study found	3
KGGen	KGGen: Extracting Knowledge Graphs from Plain Text with Language Models	Belinda Mo, Kyssen Yu, Joshua Kazdan, Joan Cabezas, Proud Mpala, Lisa Yu, Chris Cundy, Charilaos Kanatsoulis, Sanmi Koyejo	2025	preprint	2502.09956			unknown	unknown	unknown	LLM pipeline for open KG extraction from plain text	1	2	admit	Verified at arxiv.org/abs/2502.09956 2026-09-12; no repo located	6
KnowCoder-X	KnowCoder-X: Boosting Multilingual Information Extraction via Code	Yuxin Zuo, Wenxuan Jiang, Wenxuan Liu, Zixuan Li, Long Bai, Hanbin Wang, Yutao Zeng, Xiaolong Jin, Jiafeng Guo, Xueqi Cheng	2024	preprint	2411.04794			unknown	CC-BY-NC-SA-4.0 (v2 license tag)	yes (code + dataset claimed in abstract)	IE cross-lingual alignment phase + code schemas; 64 benchmarks, +30% over ChatGPT cross-lingual, 20 African languages	1	2	admit	Verified at arxiv abs page and arxiv html full text 2026-09-12	6
LAMOL	LAMOL: LAnguage MOdeling for Lifelong Language Learning	Fan-Keng Sun; Cheng-Hao Ho; Hung-Yi Lee	2019	arXiv preprint	1909.03329				unknown	training code released	LM head generates pseudo-samples of old tasks as replay; within 2-3% of multitask upper bound	3	2	admit	Abs page + PDF opened; generative replay keeps one set of weights on both jobs	3
LESS	LESS: Selecting Influential Data for Targeted Instruction Tuning	Mengzhou Xia, Sadhika Malladi, Suchin Gururangan, Sanjeev Arora, Danqi Chen	2024	arXiv preprint (venue unverified)	2402.04333	https://github.com/princeton-nlp/LESS	532	2024-10-20	MIT	Code released	Gradient datastore (LoRA warmup) + influence picks 5% subsets beating full data on MMLU/TyDiQA/BBH.	2	2	admit	Verified at arxiv.org/abs/2402.04333; PDF downloaded and text-checked.	2
Generative-IE-survey	Large Language Models for Generative Information Extraction: A Survey	Derong Xu et al.	2024	Frontiers of Computer Science	2312.17617					yes: LLM4IE repo linked from paper (URL not recorded)	Technique taxonomy (augmentation, prompts, constrained decoding, SFT) with empirical finding that SFT dominates few/zero-shot and universal models win strict relation scores.	1	2	admit	Abs page and full PDF opened; id-title match verified. Repo URL not recorded.	8
muA	Learning Rate Scaling across LoRA Ranks and Transfer to Full Finetuning	Nan Chen, Soledad Villar, Soufiane Hayou	2026	not venue-checked (arXiv abs opened)	2602.06204	unknown	unverified	unverified	unverified	unknown	muA theory: optimal LR is rank-invariant under alpha=r^-1 but scales ~1/sqrt(r) under constant alpha; LoRA-tuned LRs transfer to full FT.	5	2	admit	Abs page opened; newest LR-vs-rank guidance (Feb 2026).	5
LwF	Learning without Forgetting	Zhizhong Li; Derek Hoiem	2016	arXiv preprint	1606.09282				unknown	no	Self-distillation against old-task outputs using only new-task data	3	2	admit	Abs page + PDF opened; foundational self-distillation anchor	3
Length-Collapse	Length-Induced Embedding Collapse in PLM-based Models	Yuqi Zhou; Sunhao Dai; Zhanshuo Cao; Xiao Zhang; Jun Xu	2024	arXiv preprint	2410.24200				unknown	unknown	Long-text embeddings cluster via attention low-pass filtering; TempScale temperature mitigation	3	2	admit	Abs page + PDF opened; warns that long sections need length handling before pooling	3
FiD	Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering	Izacard; Grave	2020	EACL 2021	2007.01282	https://github.com/facebookresearch/FiD	594	2023-10-04T21:23:33Z	NOASSERTION (no machine-readable license)	code (repo)	Fusion-in-Decoder encodes each retrieved passage independently and fuses evidence in the decoder; accuracy keeps improving to ~100 passages.	3,6	2	admit	Abs page, PDF and repo verified; evidence-fusion architecture reused by Atlas and the reader side of joint RAG training.	10
LoRA-FA	LoRA-FA: Memory-efficient Low-rank Adaptation for Large Language Models Fine-tuning (v3 retitled Efficient and Effective Low Rank Representation Fine-tuning)	Longteng Zhang, Lin Zhang, Shaohuai Shi, Xiaowen Chu, Bo Li	2023	not venue-checked (arXiv abs excerpt; v3 May 2026)	2308.03303	unverified	unverified	unverified	unverified	code (per paper)	Freezes A, trains B only: removes A-activation memory (1.4x vs LoRA), matches LoRA/FT; poor on Math/Code noted by LoRA-Null authors.	5	2	admit	Abs excerpts opened; activation-memory result matters for 16GB joint run.	5
LoftQ	LoftQ: LoRA-Fine-Tuning-Aware Quantization for Large Language Models	Yixiao Li, Yifan Yu, Chen Liang, Pengcheng He, Nikos Karampatziakis, Weizhu Chen, Tuo Zhao	2023	ICLR 2024 (Oral)	2310.08659	https://github.com/yxli2123/LoftQ	235	2024-06-11T16:24:25Z	MIT	code	Jointly optimizes quantized Q + LoRA init to close QLoRA gap; converges at 2-bit where QLoRA fails; Llama-2-7B/13B evidence.	4	2	admit	Abs + ICLR virtual excerpts opened; best-evidenced quantized-LoRA init for 16GB rig.	5
MMTEB	MMTEB: Massive Multilingual Text Embedding Benchmark	Kenneth Enevoldsen et al. (community)	2025	arXiv preprint	2502.13595	https://github.com/embeddings-benchmark/mteb			Apache-2.0	yes: via MTEB repo, 500+ tasks over 250+ languages	Community expansion of MTEB: 500+ quality-controlled tasks incl. instruction-following and long-document retrieval.	3	2	admit	Abs page and full PDF opened; id-title match verified. Stars/push inherit MTEB repo; not separately recorded.	8
