name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
RGB	Benchmarking Large Language Models in Retrieval-Augmented Generation	Chen; Lin; Han; Sun	2023	AAAI 2024	2309.01431	https://github.com/chen700564/RGB	repo exists; count not fetched	not fetched	not fetched	yes (code + EN/ZH data files)	Four testbeds: noise robustness, negative rejection, information integration, counterfactual robustness.	2	2	admit	Verified: arXiv abs + PDF + AAAI DOI + repo README all fetched.	10
loco-m2bert	Benchmarking and Building Long-Context Retrieval Models with LoCo and M2-BERT	Saad-Falcon et al.	2024	arXiv; ICML 2024	2402.07440	--	not-fetched	not-fetched	not-fetched	yes (80M M2-BERT, 32K; LoCoV1 12-task bench)	80M Monarch-Mixer state-space retriever outscores transformer baselines by 23+ points on unchunkable long docs; single-sample-batch finetuning recipe.	1	2	admit	Abs page and paper fetched; cheapest long-doc retriever design point in the lane.	9
Beyond-Semantic-Organization	Beyond Semantic Organization: Memory as Execution State Management for Long-Horizon Agents	Yaoqi Chen et al.	2026	arXiv preprint	2606.06090	--	--	--	--	unknown	Retrieval should reconstruct execution state not semantic neighborhoods; mixes of valid and erroneous traces hurt.	2	2	admit	Abs page opened and abstract verified; challenges similarity-only retrieval assumption.	3
Binder	Binding Language Models in Symbolic Languages	Zhoujun Cheng; Tianbao Xie; Peng Shi; Chengzu Li; Rahul Nadkarni; Yushi Hu; Caiming Xiong; Dragomir Radev; Mari Ostendorf; Luke Zettlemoyer; Noah A. Smith; Tao Yu	2022	arXiv preprint	2210.02875	--	--	--	--	unverified	LLM emits program + API calls bound to symbolic executors (SQL/Python) for QA.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
StructRAG	Boosting Knowledge Intensive Reasoning of LLMs via Inference-time Hybrid Information Structurization	Li; Chen; Yu; Lin; Lu; Tang; Huang; Han; Sun; Li	2024	ICLR 2025	2410.08815	https://github.com/icip-cas/StructRAG	~170 (search-index snapshots 161-171, fetched 2026-09-12)	not fetched	not fetched	yes (code; DPO-trained router)	Hybrid structure router picks optimal format (table/graph/chunk/algorithm/catalogue) then structurizes + decomposes.	2	2	admit	Verified: arXiv abs + PDF + ICLR proceedings + repo page all fetched.	10
NL-to-semantic-pipelines	Bridge the Last-Mile Gap to Semantic Analytics: Compiling Natural-Language Queries into Semantic Operator Pipelines	Wenkai Dong; Ruyu Li; Sairam Gurajada; Yifan Wang	2026	arXiv preprint	2606.04641	--	--	--	--	unverified	Compiles NL questions directly into semantic-operator pipelines (NL front-end for LOTUS-class systems).	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
Chain-of-Query	Chain-of-Query: Unleashing the Power of LLMs in SQL-Aided Table Understanding via Multi-Agent Collaboration	Songyuan Sui; Hongyi Liu; Serena Liu; Li Li; Soo-Hyun Choi; Rui Chen	2025	arXiv preprint	2508.15809	--	--	--	--	unverified	Multi-agent collaboration generating and chaining SQL sub-queries for table QA.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
Chain-of-Table	Chain-of-Table: Evolving Tables in the Reasoning Chain for Table Understanding	Zilong Wang; Hao Zhang; Chun-Liang Li; Julian Martin Eisenschlos; Vincent Perot; Zifeng Wang; Lesly Miculicich; Yasuhisa Fujii; Jingbo Shang; Chen-Yu Lee; Tomas Pfister	2024	arXiv preprint	2401.04398	--	--	--	--	unverified	Iterative table-transformation chain (filter/select/group) as the reasoning trace.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
ChunkAttention	ChunkAttention: Efficient Self-Attention with Prefix-Aware KV Cache and Two-Phase Partition	Lu Ye, Ze Tao, Yong Huang, Yang Li	2024	ACL 2024	2402.15220	https://github.com/microsoft/chunk-attention	89	2025-04-18	MIT	code	Prefix-tree chunked KV sharing across requests + locality-aware kernel; 3.2-4.8x self-attention speedup. Prefix-only.	3	2	admit	Verified at arXiv abs + HTML + GitHub API; PDF downloaded. Prefix-only so capped relevance.	2
CoinRAG	CoinRAG: Contextualized Information Nugget KV Cache Reuse for Long-Context RAG	Gyuwan Kim, Cheoneum Park, Tao Yang	2026	preprint	2608.07458	--	--	--	--	--	Sub-chunk nugget-level offline KV reuse to cut redundancy/noise of coarse chunks under prefill-latency budgets.	3	2	admit	Verified at arXiv abs + HTML; no dedicated repo in paper; PDF downloaded.	2
CRAG	Comprehensive RAG Benchmark	Yang et al. (Meta)	2024	arXiv preprint	2406.04744	https://github.com/facebookresearch/CRAG	~300 (search-index snapshots 288-301, fetched 2026-09-12)	not fetched	Other (search index; unverified)	yes (4409 QA pairs + 220K pages + 2.6M-entity mock KGs + 38 mock APIs)	4409 QA pairs over 5 domains x 8 types with mock web+KG APIs; penalizes hallucination over abstention.	2	2	admit	Verified: arXiv abs + PDF + repo page all fetched.	10
Think-on-Graph	Deep and Responsible Reasoning of Large Language Model on Knowledge Graph	Sun; Xu; Tang; Wang; Lin; Gong; Ni; Shum; Guo	2023	ICLR 2024	2307.07697	https://github.com/IDEA-FinAI/ToG	659 (GitHub API, fetched 2026-09-12)	2024-03-24	none detected (API)	yes (code)	LLM agent beam-search over KGs (LLM x KG tight coupling); small-model+ToG rivals GPT-4 on some sets.	2	2	admit	Verified: arXiv abs + PDF + ICLR proceedings + repo API all fetched.	10
DenseX	Dense X Retrieval: What Retrieval Granularity Should We Use?	Chen; Wang; Chen; Yu; Ma; Zhao; Zhang; Yu	2023	arXiv preprint	2312.06648	https://github.com/chentong0/factoid-wiki	not fetched (data repo only)	not fetched	not fetched	partial (proposition-level FactoidWiki data repo referenced in paper; no method code found)	Proposition-level indexing beats passage-level retrieval and downstream QA under fixed budget.	2	2	admit	Verified: arXiv abs + PDF fetched; paper references only a data repo, recorded as such.	10
distillm-2	DistiLLM-2: A Contrastive Approach Boosts the Distillation of LLMs	Ko et al.	2025	arXiv preprint	2503.07067	--	--	--	--	unverified	Contrastive on-policy distillation; small students gain on reasoning benchmarks	2	2	admit	Abs verified; PDF downloaded.	7
recursive-self-refinement	Do Language Models Converge to Themselves? Recursive Self-Refinement as Textual Relaxation	Wu, Xu, Kang, Chen, Liu, Yin	2026	arXiv preprint	2607.22653	--	n/a	n/a	n/a	none found	Models recursive self-refinement as textual relaxation with convergence analysis.	4	2	admit	Abs page and PDF verified; no code link found.	8
dora	DoRA: Weight-Decomposed Low-Rank Adaptation	Liu et al.	2024	ICML 2024	2402.09353	--	--	--	--	unverified (method)	Magnitude+direction decomposition beats LoRA with same parameter budget; drop-in LoRA upgrade	2	2	admit	Abs verified; PDF downloaded. Recalled id 2402.10974 was wrong (see ledger).	7
streaming-llm	Efficient Streaming Language Models with Attention Sinks	Xiao, Tian, Chen, Han, Lewis	2023	arXiv preprint	2309.17453	https://github.com/mit-han-lab/streaming-llm	n/a	n/a	n/a	code	Attention-sink KV eviction policy enabling infinite-length streaming inference.	4	2	admit	Abs page and PDF verified; repo link from paper PDF and abs page, existence verified (HTTP 200).	8
episodic-risks	Episodic memory in AI agents poses risks that should be studied and mitigated	Chad DeChant	2025	IEEE SaTML 2025	2501.11739	--	--	--	--	no (position paper)	Risks/benefits of episodic memory + four principles incl. agents must not edit own memories	5	2	admit	Verified: abs page + PDF + IEEE SaTML listing; single author confirmed via fetched PDF text	6
RAGBench	Explainable Benchmark for Retrieval-Augmented Generation Systems	Friel; Belyi; Sanyal	2024	arXiv preprint	2407.11005	-- (dataset-only; HF rungalileo/ragbench)	n/a	n/a	n/a	yes (100k-example dataset + TRACe metrics)	100k examples x 5 domains with TRACe (Utilization, Relevance, Adherence, Completeness); 400M DeBERTa beats LLM judges.	2	2	admit	Verified: arXiv abs + PDF fetched; no code repo, dataset per paper.	10
FINER-SQL	FINER-SQL: Boosting Small Language Models for Text-to-SQL	Thanh Dat Hoang; Thanh Trung Huynh; Matthias Weidlich; Thanh Tam Nguyen; Tong Chen; Hongzhi Yin	2026	arXiv preprint	2605.03465	--	--	--	--	unverified	Training recipe lifting small-LM text-to-SQL accuracy.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
Compilation-engine	From Interpretation to Compilation: A Compilation-Based Execution Engine for Semantic Operator Systems	Wenkai Dong; Yifan Wang	2026	arXiv preprint	2608.06677	--	--	--	--	unverified	Compiles semantic-operator pipelines to optimized plans instead of interpreting them.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
SGPT	GPT Sentence Embeddings for Semantic Search	Muennighoff	2022	arXiv preprint	2202.08904	https://github.com/Muennighoff/sgpt	872	2024-02-17	MIT	yes (code + 125M-5.8B checkpoints)	First decoder-as-bi-encoder recipe: position-weighted mean pooling + BitFit; same author as GritLM	1	2	admit	Primary source opened (abs + PDF); pooling result (weighted-mean > last-token) directly relevant	1
GLiNER	Generalist Model for Named Entity Recognition using Bidirectional Transformer	Zaratiana; Tomeh; Holat; Charnois	2023	NAACL 2024 (long paper)	2311.08526	https://github.com/urchade/GLiNER	3591 (search-index snapshot, fetched 2026-09-12)	not fetched	Apache-2.0	yes (code + HF weights; CPU/ONNX-capable; joint RelEx relation head)	Small bidirectional encoder for zero-shot NER + single-pass KG triple building.	2	2	admit	Verified: arXiv abs + PDF + repo page (NAACL bibtex) all fetched.	10
Gemini Embedding	Generalizable Embeddings from Gemini	Lee; Chen; Dua; Cer; Shanbhogue; Naim	2025	arXiv report	2503.07891	--	n/a	--	--	no (API only)	Frontier decoder (Gemini) converted to embedder via filtering + synthetic data + model soup; SOTA on MMTEB	1	2	admit	Primary source opened (abs + PDF); no weights/code; vendor report, treat numbers as vendor-reported	1
GRAG	Graph Retrieval-Augmented Generation	Hu; Lei; Zhang; Pan; Ling; Zhao	2024	NAACL 2025 Findings	2405.16506	https://github.com/HuieL/GRAG	65 (GitHub API, fetched 2026-09-12)	2025-07-10	MIT	yes (code + datasets)	Divide-and-conquer ego-graph retrieval + soft pruning + dual hard/soft-prompt generation.	2	2	admit	Verified: arXiv abs + PDF + ACL Anthology + repo API all fetched.	10
guided-decoding-rag	Guided Decoding and Its Critical Role in Retrieval-Augmented Generation	Ugur et al.	2025	arXiv preprint	2509.06631	--	--	--	--	no (study)	Guided/constrained decoding materially changes RAG faithfulness; relevant to grounding op-emission in retrieved chunks	2	2	admit	Abs verified; PDF downloaded.	7
HAGE	HAGE: Harnessing Agentic Memory via RL-Driven Weighted Graph Evolution	Dongming Jiang et al.	2026	arXiv preprint	2605.09942	--	--	--	--	unknown	Weighted multi-relational graph with query-conditioned traversal replacing static binary edges.	4	2	admit	Abs page opened and abstract verified; edge-confidence model for revise pass.	3
Harness-the-Memory	Harness the Memory: A Holistic Evaluation of Memory Substrates in Memory Agents	Wei-Chieh Huang et al.	2026	arXiv preprint	2608.15008	--	--	--	--	unknown	Controlled comparison of substrates: dense sparse text structural hierarchical refinement parametric activation.	2	2	admit	Abs page opened and abstract verified; only head-to-head substrate comparison found.	3
hindsight	Hindsight is 20/20: Building Agent Memory that Retains, Recalls, and Reflects	Latimer, Boschi, Neeser, Bartholomew, Srivastava et al.	2025	arXiv preprint	2512.12818	https://github.com/vectorize-io/hindsight	n/a	n/a	n/a	code	Retain-recall-reflect agent memory pipeline with hindsight reflection step.	4	2	admit	Abs page and PDF verified; repo link from paper PDF, existence verified (HTTP 200).	8
LeanRAG	Knowledge-Graph-Based Generation with Semantic Aggregation and Hierarchical Retrieval	Zhang; Wu; Cai; Wang; Yan; Mao et al.	2025	AAAI 2026	2508.10391	https://github.com/RaZzzyz/LeanRAG	259 (GitHub API via redirect to KnowledgeXLab/LeanRAG, fetched 2026-09-12)	2026-07-07	none detected (API)	yes (code)	Semantic aggregation with explicit inter-cluster relations + bottom-up LCA path retrieval; -46% redundancy.	2	2	admit	Verified: arXiv abs + PDF + AAAI DOI + repo API all fetched.	10
learning-new-facts-qlora	Learning New Facts with QLoRA: An Acquisition-Retention Frontier	Zheng et al.	2026	arXiv preprint	2608.25677	--	--	--	--	no (study)	Maps QLoRA acquisition-retention frontier for factual updates; ranks close to full-FT at low forgetting budgets	2	2	admit	Abs verified (arXiv search + OpenAlex); PDF downloaded.	7
mmteb	MMTEB: Massive Multilingual Text Embedding Benchmark	Enevoldsen et al.	2025	arXiv; ICLR 2025	2502.13595	https://github.com/embeddings-benchmark/mteb	3420	2026-09-11	Apache-2.0	yes (500+ tasks, 250+ languages, downsampled splits)	Community-built 500-task multilingual expansion; best public model is a 560M instruct embedder, not an LLM; adds instruction-following, long-doc and code tasks.	1	2	admit	Abs page and paper fetched; evaluation frame for multilingual/long-doc claims.	9
mela	Mela: Test-Time Memory Consolidation based on Transformation Hypothesis	Chen	2026	arXiv preprint	2605.10537	https://github.com/Musubi-ai/Mela	n/a	n/a	n/a	code	Test-time consolidation operator derived from a transformation hypothesis of memory.	4	2	admit	Abs page and PDF verified; repo link from paper PDF, existence verified (HTTP 200).	8
MemAgent	MemAgent: Reshaping Long-Context LLM with Multi-Conv RL-based Memory Agent	Yu, Hongli; Chen, Tinghong; Feng, Jiangtao; Chen, Jiangjie; Dai, Weinan; Yu, Qiying; Zhang, Ya-Qin; Ma, Wei-Ying; Liu, Jingjing; Wang, Mingxuan	2025	arXiv preprint	2507.02259	https://github.com/BytedTsinghua-SIA/MemAgent	1106	2026-05-12	Apache-2.0	yes (HF BytedTsinghua-SIA: RL-MemAgent-14B, RL-MemAgent-7B)	Multi-conversation DAPO extension trains a segment-reading overwrite-memory agent that extrapolates 8K training to 3.5M-context QA.	2	2	admit	Verified at arXiv abs + PDF + repo README (weights, sizes, dates); 14B is above the 1-8B band but the 7B release and DAPO recipe are in scope.	4
MemInsight	MemInsight: Autonomous Memory Augmentation for LLM Agents	Rana Salama et al.	2025	arXiv preprint	2503.21760	--	--	--	--	unknown	Autonomous augmentation of stored interactions to enrich semantic representation and retrieval.	4	2	admit	Abs verified via search listing; augmentation-during-revise precedent.	3
MetaEOL	Meta-Task Prompting Elicits Embeddings from Large Language Models	Lei; Wu; Zhou; Shen; Cao; Tao; Yates	2024	ACL 2024	2402.18458	https://github.com/Yibin-Lei/MetaEOL	12	2024-07-25	none listed	code only (no checkpoint)	Training-free frozen-decoder embeddings via 8 meta-task prompts; beats PromptEOL/Echo, competitive with LLM2Vec-7B on STS	1	2	admit	Primary source opened (abs + PDF); 8 forward passes per text; repo license unlisted, 12 stars	1
minicpm-orig	MiniCPM: Unveiling the Potential of Small Language Models with Scalable Training Strategies	MiniCPM Team (full author list not captured)	2024	arXiv	2404.06395	https://github.com/OpenBMB/MiniCPM	10313	not-fetched	Apache-2.0	yes (1.2B/2.4B, DPO/MoE/128K variants)	1.2B/2.4B SLMs matching 7-13B models; WSD scheduler plus ModelTunnel scaling-law search transferred from tiny proxies.	2	2	admit	Abs page, paper and repo fetched; scaling-recipe precedent for MelodyScribe training decisions.	9
moa	Mixture-of-Agents Enhances Large Language Model Capabilities	Wang et al.	2024	arXiv preprint (ICLR 2025)	2406.04692	https://github.com/togethercomputer/MoA	unknown	unknown	unverified	code yes (README 200)	Layered open-model proposers + strong aggregator beat GPT-4o; small models as proposal ensemble	2	2	admit	Abs verified via OpenAlex; repo existence verified; PDF downloaded.	7
me5	Multilingual E5 Text Embeddings: A Technical Report	Liang Wang et al. (Microsoft)	2024	arXiv	2402.05672	https://github.com/microsoft/unilm/tree/master/e5	not-fetched	not-fetched	not-fetched	yes (small/base/large + large-instruct)	1B-pair contrastive pretraining recipe for small multilingual encoders; large-instruct tops multilingual MTEB (vendor-reported).	1	2	admit	Abs page and report fetched; small-encoder multilingual training template.	9
olmo	OLMo: Accelerating the Science of Language Models	Groeneveld et al. (Ai2)	2024	arXiv; ACL 2024	2402.00838	https://github.com/allenai/OLMo	6675	2025-11-24	Apache-2.0	yes (1B/7B weights + Dolma data + code + logs + 100s of checkpoints)	Truly-open 1B/7B programme: data, code, logs and intermediate checkpoints released; explicit decontamination.	2	2	admit	Abs page, paper and repo fetched (stars/push/license via GitHub API); openness baseline for any MelodyScribe training claim.	9
ewc	Overcoming catastrophic forgetting in neural networks	Kirkpatrick, Pascanu, Rabinowitz, Veness, Desjardins et al.	2016	arXiv preprint	1612.00796	--	n/a	n/a	n/a	none found	Elastic weight consolidation: Fisher-weighted penalty protecting important weights.	4	2	admit	Abs page and PDF verified; no official code.	8
PalimpChat	PalimpChat: Declarative and Interactive AI analytics	Chunwei Liu; Gerardo Vitagliano; Brandon Rose; Matt Prinz; David Andrew Samson; Michael Cafarella	2025	arXiv preprint	2502.03368	--	--	--	--	unverified	Conversational NL front-end compiling to Palimpzest pipelines for non-expert users.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
phi-4-mini	Phi-4-Mini Technical Report: Compact yet Powerful Multimodal Language Models via Mixture-of-LoRAs	Microsoft et al. (full author list not captured)	2025	arXiv	2503.01743	--	not-fetched	not-fetched	not-fetched	yes (3.8B LM + multimodal)	3.8B, 200K vocab, GQA, 128K via LongRoPE; matches 2x-size models on math/code; mixture-of-LoRAs adds vision/speech while backbone stays frozen.	2	2	admit	Abs page and report fetched; data-centric small-model recipe plus frozen-backbone multimodal pattern. Slightly above 3B; kept as near-band evidence.	9
PathRAG	Pruning Graph-Based Retrieval Augmented Generation with Relational Paths	Chen; Guo; Yang; Chen; Chen; Liu et al.	2025	AAAI 2026	2502.14902	https://github.com/BUPT-GAMMA/PathRAG	377 (GitHub API, fetched 2026-09-12)	2025-12-17	none detected (API)	yes (code)	Flow-based pruning to key relational paths + reliability-ordered path prompting; diagnoses redundancy, not insufficiency.	2	2	admit	Verified: arXiv abs + HTML + PDF + AAAI DOI + repo API all fetched.	10
R1-Searcher++	R1-Searcher++: Incentivizing the Dynamic Knowledge Acquisition of LLMs via Reinforcement Learning	Song, Huatong; Jiang, Jinhao; Tian, Wenqing; Chen, Zhipeng; Wu, Yuhuan; Zhao, Jiahao; Min, Yingqian; Zhao, Wayne Xin; Fang, Lei; Wen, Ji-Rong	2025	arXiv preprint	2505.17005	https://github.com/RUCAIBox/R1-Searcher-plus	82	2025-05-25	MIT	no (no official HF checkpoint found)	Extends R1-Searcher with dynamic knowledge acquisition rewards on Qwen-2.5 backbones.	2	2	admit	Verified at arXiv abs + repo; smaller follow-up, same recipe family.	4
R1-Searcher	R1-Searcher: Incentivizing the Search Capability in LLMs via Reinforcement Learning	Song, Huatong; Jiang, Jinhao; Min, Yingqian; Chen, Jie; Chen, Zhipeng; Zhao, Wayne Xin; Fang, Lei; Wen, Ji-Rong	2025	arXiv preprint	2503.05592	https://github.com/RUCAIBox/R1-Searcher	725	2025-08-05	MIT	no (no official HF checkpoint found)	Two-stage RL (format + outcome reward) on Llama-3.1-8B / Qwen-2.5-7B backbones for autonomous multi-turn search.	2	2	admit	Verified at arXiv abs + PDF + repo; outcome-only reward design is exactly what RAG-Gym later shows to overfit.	4
RA-DIT	RA-DIT: Retrieval-Augmented Dual Instruction Tuning	Lin, Xi Victoria; Chen, Xilun; Chen, Mingda; Shi, Weijia; Lomeli, Maria; James, Rich; Rodriguez, Pedro; Kahn, Jacob; Szilvasy, Gergely; Lewis, Mike; Zettlemoyer, Luke; Yih, Scott	2023	arXiv preprint	2310.01352	https://github.com/facebookresearch/RA-DIT	3	2025-09-18	NOASSERTION	none found (code repo exists but nearly empty: 3 stars)	Co-fine-tunes retriever (Dragon+) and generator (LLaMA up to 65B) with retrieval-augmented instruction data.	2	2	admit	Verified at arXiv abs + PDF; admitted as the dual-tuning recipe, with the caveat that the demo scale (65B) contradicts the small-model cost thesis.	4,7
ReAcTable	ReAcTable: Enhancing ReAct for Table Question Answering	Yunjia Zhang; Jordan Henkel; Avrilia Floratou; Joyce Cahoon; Shaleen Deep; Jignesh M. Patel	2023	arXiv preprint	2310.00815	--	--	--	--	unverified	ReAct agent whose tools are SQL executors over tables, with intermediate-table voting.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
ReSearch	ReSearch: Learning to Reason with Search for LLMs via Reinforcement Learning	Chen, Mingyang; Sun, Linzhuang; Li, Tianpeng; Sun, Haoze; Zhou, Yijie; Zhu, Chenzheng; Wang, Haofen; Pan, Jeff Z.; Zhang, Wen; Chen, Huajun; Yang, Fan; Zhou, Zenan; Chen, Weipeng	2025	NeurIPS 2025	2503.19470	https://github.com/Agent-RL/ReSearch (renamed to Agent-RL/ReCall)	1434	2025-05-16	MIT	no (no official HF checkpoint found)	GRPO with retrieval masking trains Qwen2.5-7B to interleave thinking, search queries, and results with no supervised reasoning traces.	2	2	admit	Verified at arXiv abs + PDF + NeurIPS proceedings entry; repo renamed ReSearch->ReCall (API redirect verified); no released weights.	4
RAPTOR	Recursive Abstractive Processing for Tree-Organized Retrieval	Sarthi; Abdullah; Tuli; Khanna; Goldie; Manning	2024	ICLR 2024	2401.18059	https://github.com/parthsarthi03/RAPTOR	1704 (search-index snapshot, fetched 2026-09-12)	not fetched	MIT	yes (code)	Recursive embed-cluster-summarize tree; collapsed-tree retrieval across abstraction levels.	2	2	admit	Verified: arXiv abs + PDF + ICLR proceedings + repo stats all fetched.	10
REBEL	Relation Extraction By End-to-end Language generation	Huguet Cabot; Navigli	2021	Findings of EMNLP 2021	DOI 10.18653/v1/2021.findings-emnlp.204	https://github.com/Babelscape/rebel	576 (GitHub API, fetched 2026-09-12)	2023-11-09	none detected (API)	yes (weights + REBEL pretraining dataset)	BART-based seq2seq linearization emitting 220+ relation types end-to-end.	2	2	admit	Verified: ACL Anthology + PDF + repo + repo API all fetched; no arXiv version, ACL PDF filed.	10
G-Retriever	Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering	He; Tian; Sun; Chawla; Laurent; LeCun et al.	2024	NeurIPS 2024	2402.07630	https://github.com/XiaoxinHe/G-Retriever	551 (GitHub API, fetched 2026-09-12)	2025-03-19	MIT	yes (code + GraphQA benchmark)	kNN retrieval + Prize-Collecting Steiner Tree subgraph + GNN soft prompt; halves graph-LLM hallucination.	2	2	admit	Verified: arXiv abs + PDF + NeurIPS proceedings + repo API all fetched.	10
sop-agent	SOP-Agent: Empower General Purpose AI Agent with Domain-Specific SOPs	Anbang Ye; Qianran Ma; Jia Chen; Muqi Li; Tong Li; et al.	2025	arXiv preprint	2501.09316	--	--	--	--	no	Human-authored pseudocode SOPs as decision graphs; the one-human-skill model	5	2	admit	Verified: abs page + PDF; no code repo found in paper; admitted as design precedent	6
SQuaD-SQL	SQuaD-SQL: Efficient Text-to-SQL with Small Language Models via LLM-Guided Knowledge Distillation	Wangyu Wu; Xiaojian Lin; Rong Fu; Zaiyang Yu; Xuhang Chen; Wenjun Yu	2026	arXiv preprint	2607.08161	--	--	--	--	unverified	Distils frontier text-to-SQL skill into small LMs; direct support for the 1-3B hypothesis.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
STaR	STaR: Bootstrapping Reasoning With Reasoning	Zelikman, Eric; Wu, Yuhuai; Mu, Jesse; Goodman, Noah D.	2022	arXiv preprint	2203.14465	--	unknown	unknown	unknown	no (no official code or weights released)	GPT-J (6B) bootstraps rationales by generating, filtering on correct answers, and retraining iteratively, with rationalization for failures.	2	2	admit	Verified at arXiv abs + PDF full text; the bootstrapping loop MelodyScribe would reuse for training its filing/skill-writing policy; nothing released.	4
Schema-First-Retrieval	Schema-First Retrieval: Embedding Catalogs for Natural Language Analytics	Adarsh Agrawal; Shashank Indukuri	2026	arXiv preprint	2606.28387	--	--	--	--	unverified	Embeds the data catalog/schema first so NL analytics queries route to the right tables.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
self-refine	Self-Refine: Iterative Refinement with Self-Feedback	Madaan, Tandon, Gupta, Hallinan, Gao et al.	2023	arXiv preprint	2303.17651	--	n/a	n/a	n/a	none found	Iterative generate-feedback-refine loop with the same model playing all roles.	4	2	admit	Abs page and PDF verified; no official code link found.	8
SemBench	SemBench: A Benchmark for Semantic Query Processing Engines	Jiale Lao; Andreas Zimmerer; Olga Ovcharenko; Tianji Cong; Matthew Russo; Gerardo Vitagliano	2025	arXiv preprint	2511.01716	--	--	--	--	unverified	Benchmark comparing semantic query engines (Palimpzest/LOTUS/DocETL class) head-to-head.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
seqkd	Sequence-Level Knowledge Distillation	Kim and Rush	2016	EMNLP 2016	1606.07947	--	--	--	--	no (method only)	Teacher beam outputs as training targets beat word-level KD; foundation of all sequence-distillation recipes	2	2	admit	Abs verified; PDF downloaded.	7
SubgraphRAG	Simple is Effective: The Roles of Graphs and Large Language Models in Knowledge-Graph-Based Retrieval-Augmented Generation	Li; Miao; Li	2024	ICLR 2025	2410.20724	https://github.com/Graph-COM/SubgraphRAG	185 (GitHub API, fetched 2026-09-12)	2025-01-27	MIT	yes (code)	Lightweight MLP + parallel triple scoring with structural-distance features; flexible top-K subgraphs.	2	2	admit	Verified: arXiv abs + PDF + ICLR proceedings + repo API all fetched.	10
SimpleMem	SimpleMem: Efficient Lifelong Memory for LLM Agents	Jiaqi Liu et al.	2026	arXiv preprint	2601.02553	https://github.com/aiming-lab/SimpleMem	3754	2026-07-24	MIT	yes	Three-stage semantic structured compression with intent-aware retrieval planning; 30x token reduction claim.	2	2	admit	Abs verified via search listing; repo metadata fetched; compression pipeline relevant to revise pass.	3
slm-agentic-survey	Small Language Models for Agentic Systems: A Survey of Architectures, Capabilities, and Deployment	Sharma and Mehta	2025	arXiv preprint	2510.03847	--	--	--	--	no (survey)	2025 survey of SLM agentic architectures/capabilities/deployment; secondary map of the small-model agent space	2	2	admit	Abs verified (arXiv search); PDF downloaded. Secondary source: survey, not primary evidence.	7
speculative-kd	Speculative Knowledge Distillation: Bridging the Teacher-Student Gap Through Interleaved Sampling	Xu et al.	2024	arXiv preprint	2410.11325	--	--	--	--	unverified	Interleaved teacher/student sampling keeps student on-policy without full rollouts; cheap to run	2	2	admit	Abs verified via OpenAlex; PDF downloaded.	7
StructGPT	StructGPT: A General Framework for Large Language Model to Reason over Structured Data	Jinhao Jiang; Kun Zhou; Zican Dong; Keming Ye; Wayne Xin Zhao; Ji-Rong Wen	2023	arXiv preprint	2305.09645	--	--	--	--	unverified	Interfaces letting an LLM read/extract over tables, KGs and DBs via function calls.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
StructMem	StructMem: Structured Memory for Long-Horizon Behavior in LLMs	Buqiang Xu et al.	2026	ACL 2026	2604.21748	https://github.com/zjunlp/LightMem	--	--	--	yes	Event-level bindings with cross-event links and periodic semantic consolidation.	4	2	admit	Abs verified via search listing; consolidation schedule precedent for revise pass.	3
T2-RAGBench	T2-RAGBench: Text-and-Table Benchmark for Evaluating Retrieval-Augmented Generation	Jan Strich; Enes Kutay Isgorur; Maximilian Trescher; Chris Biemann; Martin Semmann	2025	arXiv preprint	2506.12071	--	--	--	--	unverified	Benchmark for RAG over mixed text-and-table corpora.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
sleeping-agent	The Sleeping Agent: What Gist-Based Context Compression Loses and Why	Kyrkewood	2026	arXiv preprint	2608.11775	https://github.com/kyrkewood/sleeping-agent	n/a	n/a	n/a	code	Measures information loss from gist-based sleep-time compression; a cautionary result.	4	2	admit	Abs page and PDF verified; repo link from abs page, existence verified (HTTP 200).	8
